frame_idx,track_id,x,y,w,h,conf
14,7,289,178,48,162,0.8073914051055908
14,8,555,184,70,186,0.6882435083389282
14,10,825,171,76,137,0.4758831858634949
15,1,689,159,208,476,0.9146562814712524
15,2,327,154,131,332,0.8833333849906921
15,3,96,168,108,276,0.901242733001709
15,4,838,153,237,545,0.7850961685180664
15,5,472,164,113,320,0.8682394027709961
15,7,289,176,48,164,0.8081158995628357
15,8,555,183,70,188,0.6765344142913818
16,1,690,159,204,474,0.9073324799537659
16,2,330,153,132,334,0.8908991813659668
16,3,96,168,109,275,0.9031404852867126
16,4,819,156,238,539,0.7532650232315063
16,5,473,162,113,322,0.8584936857223511
16,7,290,175,48,165,0.811113178730011
16,8,557,183,68,186,0.6539546251296997
16,11,3,185,60,183,0.49101728200912476
17,1,685,161,194,458,0.8719896078109741
17,2,331,152,133,336,0.8855807781219482
17,3,96,167,109,276,0.9027348756790161
17,4,797,158,240,534,0.8006702661514282
17,5,473,159,114,324,0.8540829420089722
17,7,290,174,49,166,0.8103060126304626
17,8,558,182,67,187,0.6274688243865967
17,11,3,184,60,184,0.48742014169692993
18,1,686,162,176,428,0.8766793608665466
18,2,332,152,135,337,0.8841959834098816
18,3,95,167,110,276,0.9015100598335266
18,4,782,160,239,529,0.7537860870361328
18,5,474,158,114,325,0.8598753213882446
18,7,290,173,49,167,0.8155878186225891
18,8,559,182,66,187,0.6293853521347046
18,11,3,184,61,184,0.5144619345664978
19,1,689,163,162,404,0.6797553300857544
19,2,332,153,135,336,0.8562922477722168
19,3,95,167,110,275,0.9012778997421265
19,4,762,162,240,526,0.7308419346809387
19,5,474,157,115,326,0.8366042375564575
19,7,289,173,50,168,0.8031041026115417
19,8,559,177,66,192,0.5905886888504028
19,11,3,183,62,185,0.5567044615745544
19,13,944,175,80,95,0.4701816141605377
20,2,331,154,135,336,0.8567988276481628
20,3,95,166,110,275,0.9003178477287292
20,4,736,162,245,533,0.6858505606651306
20,5,475,155,115,329,0.8623086810112
20,7,289,172,50,170,0.8069090843200684
20,8,560,179,64,190,0.5944094657897949
20,11,2,183,63,185,0.5445425510406494
20,13,935,175,77,93,0.4831578731536865
20,14,982,199,111,259,0.5273144841194153
21,2,336,156,136,333,0.8691064119338989
21,3,95,165,110,275,0.9034917950630188
21,4,712,158,248,536,0.7837461233139038
21,5,478,156,114,328,0.8573943376541138
21,7,289,173,50,169,0.7811670303344727
21,8,560,180,63,190,0.6263489723205566
21,11,2,183,63,185,0.51719731092453
21,13,929,176,80,96,0.6614561676979065
21,14,967,195,115,267,0.6469842195510864
22,2,339,158,138,330,0.8642665147781372
22,3,95,164,110,275,0.901341438293457
22,4,690,154,254,548,0.6813644170761108
22,5,480,156,112,329,0.8685603737831116
22,7,289,173,50,169,0.7553056478500366
22,8,560,181,62,189,0.646292507648468
22,11,2,183,63,185,0.4912642240524292
22,13,927,177,83,101,0.6195722222328186
22,14,958,193,119,274,0.7173253297805786
23,2,341,158,140,330,0.8768001794815063
23,3,96,163,110,275,0.9040347337722778
23,4,667,151,260,558,0.819842517375946
23,5,480,157,111,329,0.8818698525428772
23,7,289,173,50,169,0.7533121705055237
23,8,559,178,62,192,0.6960302591323853
23,11,2,183,63,185,0.48180708289146423
23,13,924,177,85,106,0.5884812474250793
23,14,929,191,176,407,0.6435959935188293
24,2,340,159,143,330,0.8823444247245789
24,3,97,162,110,275,0.9059605002403259
24,4,644,148,263,563,0.840758740901947
24,5,478,159,110,327,0.8910117149353027
24,7,289,175,49,167,0.7333893179893494
24,8,559,177,61,192,0.7091096043586731
24,11,2,184,63,184,0.49852555990219116
24,14,919,191,194,451,0.7589954733848572
24,10,842,172,50,87,0.5742141008377075
25,2,335,158,145,332,0.8425447344779968
25,3,98,161,110,275,0.9070629477500916
25,4,627,145,267,567,0.8694844841957092
25,5,477,161,110,327,0.8820515275001526
25,7,288,176,50,167,0.7366163730621338
25,8,559,176,62,192,0.690104067325592
25,11,1,183,64,185,0.5250229239463806
25,14,918,191,199,467,0.8148324489593506
25,10,841,173,51,90,0.5832546949386597
26,2,332,159,146,331,0.8410300612449646
26,3,99,161,110,275,0.9070600271224976
26,4,609,143,269,570,0.8551138639450073
26,5,476,160,110,329,0.8723739981651306
26,7,287,175,50,167,0.7499769926071167
26,8,558,173,62,194,0.6423951387405396
26,11,1,183,63,185,0.5672643184661865
26,14,918,191,201,474,0.846937894821167
26,10,835,172,65,117,0.4602810740470886
26,17,891,191,56,165,0.504101574420929
27,2,333,158,147,332,0.8501906394958496
27,3,100,161,109,274,0.9009596109390259
27,4,595,142,269,571,0.6573156118392944
27,5,476,160,111,330,0.8526730537414551
27,7,286,175,49,166,0.7599985003471375
27,8,555,172,61,196,0.6502097249031067
27,11,0,182,64,185,0.520571231842041
27,14,920,192,200,476,0.8767721652984619
27,17,890,188,55,164,0.5448836088180542
28,2,329,157,149,334,0.8375479578971863
28,3,102,161,107,274,0.8989648818969727
28,4,584,140,272,573,0.7786962985992432
28,5,476,160,111,331,0.8501548767089844
28,7,286,175,48,165,0.7704172134399414
28,8,554,171,60,196,0.5822946429252625
28,11,0,182,63,185,0.5362087488174438
28,14,922,193,199,476,0.8692081570625305
28,17,891,190,51,153,0.5634952783584595
28,6,799,152,110,273,0.5573253631591797
28,13,906,178,110,141,0.5409573316574097
29,2,328,156,149,335,0.8385009169578552
29,3,104,162,106,273,0.892966628074646
29,4,568,142,272,572,0.8086018562316895
29,5,477,159,111,332,0.8583566546440125
29,7,285,175,48,164,0.7701996564865112
29,11,0,181,63,186,0.5442144870758057
29,14,926,194,197,475,0.8518219590187073
29,17,892,189,49,146,0.6117414236068726
29,6,794,150,117,277,0.6306782364845276
29,13,908,177,107,140,0.5637660622596741
30,2,325,155,150,336,0.8487897515296936
30,3,106,163,105,271,0.8872206211090088
30,4,551,140,274,573,0.7642267346382141
30,5,480,158,112,332,0.8349880576133728
30,7,284,174,49,164,0.7724395990371704
30,14,928,195,195,475,0.8589565753936768
30,17,893,187,47,139,0.6514190435409546
30,6,781,148,126,281,0.7169151306152344
30,13,913,176,98,131,0.5965375900268555
31,2,322,154,150,336,0.8370181322097778
31,3,108,163,103,270,0.8832024335861206
31,4,543,142,277,571,0.6479310393333435
31,5,482,157,111,331,0.8324312567710876
31,7,284,173,48,164,0.7666921019554138
31,14,931,196,194,474,0.8670976758003235
31,17,893,185,47,138,0.6288105249404907
31,6,774,148,134,287,0.6250375509262085
31,13,909,175,108,150,0.5441058874130249
32,2,323,153,151,336,0.8635738492012024
32,3,110,164,102,268,0.8785208463668823
32,4,541,142,286,572,0.7487131357192993
32,5,480,155,109,323,0.7949143648147583
32,7,283,173,48,164,0.7593381404876709
32,14,936,196,195,475,0.8600054383277893
32,17,894,185,46,137,0.6040871739387512
32,6,742,150,195,434,0.658160924911499
32,13,908,174,110,157,0.5087489485740662
33,2,324,152,151,337,0.861883282661438
33,3,111,164,102,268,0.8699077367782593
33,4,532,145,294,569,0.6864927411079407
33,5,480,153,103,306,0.7566491961479187
33,7,283,172,47,164,0.7571410536766052
33,14,938,194,195,476,0.8403488993644714
33,17,894,184,46,134,0.5875518321990967
33,6,728,150,213,484,0.7528373003005981
33,13,908,172,109,161,0.47028809785842896
34,2,323,150,152,339,0.8851963877677917
34,3,113,163,101,269,0.8668199181556702
34,4,518,147,300,566,0.694950520992279
34,5,476,152,97,291,0.7067571878433228
34,7,283,171,47,162,0.771195650100708
34,14,929,192,193,476,0.8774649500846863
34,17,894,184,45,133,0.5790045857429504
34,6,720,152,221,507,0.8652663826942444
34,13,911,172,103,157,0.48409968614578247
35,2,323,148,154,342,0.9055433869361877
35,3,115,162,101,269,0.8589418530464172
35,4,467,151,294,561,0.7653617858886719
35,7,283,170,47,161,0.7946756482124329
35,14,940,190,195,478,0.8823699951171875
35,17,893,185,46,132,0.5925182700157166
35,6,709,153,226,519,0.8997335433959961
35,13,913,171,100,156,0.5088857412338257
35,10,836,162,64,119,0.4699553847312927
36,2,322,148,155,343,0.9123525023460388
36,3,116,161,100,269,0.8551336526870728
36,4,434,154,289,556,0.7866039276123047
36,7,283,169,47,162,0.7860425114631653
36,14,945,188,197,479,0.854803740978241
36,17,892,185,47,137,0.6201352477073669
36,6,703,154,227,522,0.9086503982543945
36,13,914,170,99,159,0.5596125721931458
37,2,321,149,154,342,0.8991261720657349
37,3,117,161,100,268,0.8576661348342896
37,4,414,155,287,557,0.8216325640678406
37,7,282,168,47,162,0.7807868123054504
37,14,947,186,199,480,0.9062070250511169
37,17,891,185,48,141,0.6093183159828186
37,6,699,155,228,524,0.9137059450149536
37,13,915,170,98,164,0.52266925573349
37,10,832,162,68,126,0.4836101531982422
38,2,319,150,154,340,0.8891991376876831
38,3,117,159,100,268,0.8640614151954651
38,4,396,154,283,558,0.7858057022094727
38,7,282,168,47,162,0.779110848903656
38,14,950,184,200,481,0.9001983404159546
38,17,890,184,49,143,0.635062038898468
38,6,699,155,228,524,0.9193635582923889
38,13,913,170,101,173,0.5228318572044373
38,10,831,163,68,126,0.4643351435661316
39,2,318,152,150,334,0.8803637623786926
39,3,117,158,100,268,0.8722447752952576
39,4,374,153,278,555,0.6355211734771729
39,7,282,170,46,159,0.7791701555252075
39,14,949,182,202,483,0.9064639806747437
39,17,890,185,47,139,0.576361358165741
39,6,695,153,229,524,0.9203730821609497
39,10,828,165,73,138,0.48638612031936646
40,2,315,153,136,308,0.9071556329727173
40,3,116,158,101,268,0.8685488700866699
40,4,350,151,278,558,0.6995936632156372
40,7,282,171,45,157,0.7619116902351379
40,14,951,182,204,485,0.8862498998641968
40,17,889,185,47,138,0.5394187569618225
40,6,693,150,230,526,0.9261579513549805
41,2,314,154,126,288,0.8767555952072144
41,3,116,158,101,268,0.871954619884491
41,4,328,148,279,562,0.7179546356201172
41,7,281,172,45,155,0.732023298740387
41,14,954,183,205,486,0.8708727955818176
41,17,889,186,45,135,0.5497409701347351
41,6,692,148,229,527,0.925669252872467
41,13,900,173,114,204,0.5600457191467285
42,2,311,155,113,264,0.8404545783996582
42,3,115,159,101,266,0.8728638887405396
42,4,307,147,278,563,0.792185366153717
42,7,279,173,45,152,0.7914727330207825
42,14,959,184,207,486,0.8748071789741516
42,17,887,185,45,136,0.6192673444747925
42,6,690,146,230,527,0.9337700009346008
42,13,900,173,112,211,0.6811397075653076
42,8,524,154,55,157,0.5551712512969971
43,3,115,159,101,265,0.8708271384239197
43,4,290,151,276,560,0.7666317224502563
43,7,278,173,44,151,0.7837319374084473
43,14,964,186,208,487,0.8820179104804993
43,17,885,186,45,135,0.6067934036254883
43,6,690,145,230,526,0.9389036297798157
43,13,900,173,110,213,0.7607382535934448
43,8,512,154,69,187,0.4825340807437897
44,3,114,160,101,264,0.8843222260475159
44,4,284,190,260,522,0.7478678226470947
44,7,278,174,44,149,0.7677243947982788
44,14,969,189,209,485,0.8831160664558411
44,17,884,186,45,133,0.5877817869186401
44,6,689,144,231,527,0.9383765459060669
44,13,902,173,107,214,0.7206934690475464
44,8,504,155,76,199,0.5752601623535156
44,11,15,176,57,183,0.4589492380619049
45,3,114,160,101,264,0.8823482394218445
45,4,268,162,272,551,0.7756048440933228
45,7,277,173,45,151,0.7608811259269714
45,14,971,191,212,486,0.8849070072174072
45,17,883,185,45,133,0.6004248857498169
45,6,688,144,231,528,0.9405317902565002
45,13,904,172,105,216,0.7295728921890259
45,8,498,154,80,205,0.6823478937149048
45,11,20,175,53,183,0.6329078674316406
46,3,113,161,102,263,0.8798782825469971
46,4,251,150,278,563,0.8424726724624634
46,7,277,175,44,149,0.7568601369857788
46,14,973,194,214,483,0.8881914615631104
46,17,882,183,45,134,0.6090105175971985
46,6,687,144,233,531,0.9392619132995605
46,13,905,171,104,218,0.796674370765686
46,8,491,154,88,221,0.7464815378189087
46,11,25,174,54,184,0.6870324015617371
46,10,829,165,54,101,0.4648030698299408
47,3,113,162,102,262,0.8691155910491943
47,4,232,143,281,570,0.8950445652008057
47,7,274,178,44,148,0.586195170879364
47,14,977,194,217,484,0.8808090686798096
47,17,881,183,45,133,0.6017099022865295
47,6,687,145,233,534,0.939348042011261
47,13,904,170,103,218,0.8096466660499573
47,8,485,153,96,238,0.8015393614768982
47,11,31,174,55,184,0.7195667028427124
47,10,829,163,53,98,0.5258567333221436
48,3,112,163,102,261,0.8751831650733948
48,4,216,139,282,574,0.8903918862342834
48,14,979,194,220,487,0.8862402439117432
48,17,880,182,46,137,0.577061116695404
48,6,686,146,234,535,0.9411758184432983
48,13,904,168,102,221,0.7800105810165405
48,8,479,151,105,262,0.8716645240783691
48,11,33,174,58,184,0.6892228126525879
48,10,828,162,54,100,0.5019665956497192
49,3,112,163,102,261,0.8715751767158508
49,4,199,138,282,575,0.8604208827018738
49,14,981,194,224,492,0.8959521055221558
49,17,878,182,47,144,0.5777170658111572
49,6,687,148,234,536,0.9382298588752747
49,13,905,167,101,221,0.7428518533706665
49,8,474,149,112,278,0.8789961338043213
49,11,34,173,62,185,0.7077174782752991
49,10,827,161,54,100,0.5356953740119934
50,3,111,164,102,260,0.8817020058631897
50,4,180,138,282,575,0.8341994881629944
50,14,983,193,226,494,0.9074611663818359
50,17,877,182,47,145,0.577774167060852
50,6,687,150,234,537,0.934032142162323
50,13,901,167,98,222,0.7332817316055298
50,8,471,147,118,294,0.8890746831893921
50,11,33,175,63,182,0.6906149387359619
50,18,439,184,46,181,0.5265071988105774
51,3,110,165,101,258,0.8791390061378479
51,4,164,139,281,574,0.8155463933944702
51,14,984,191,228,497,0.9011083841323853
51,17,878,182,43,131,0.5532792806625366
51,6,686,152,234,538,0.9320579171180725
51,13,900,167,96,222,0.7429364323616028
51,8,468,146,124,314,0.8838824033737183
51,11,35,175,65,182,0.7888199687004089
51,19,369,146,85,185,0.5723441243171692
52,3,108,165,102,257,0.8723198771476746
52,4,150,144,271,549,0.6728547215461731
52,14,986,190,227,497,0.9031976461410522
52,17,879,182,40,124,0.5598419308662415
52,6,687,151,234,542,0.9311303496360779
52,13,899,167,95,222,0.7584318518638611
52,8,465,144,132,342,0.8884958028793335
52,11,37,173,66,183,0.639419674873352
52,19,360,144,98,214,0.5576236248016357
52,20,979,187,49,184,0.6127004027366638
52,18,439,187,46,183,0.4749022126197815
53,3,107,163,102,258,0.8619027137756348
53,4,131,146,265,534,0.6768726706504822
53,14,988,188,227,500,0.8900230526924133
53,17,878,184,39,118,0.46361976861953735
53,6,687,151,235,544,0.9293672442436218
53,13,898,168,94,221,0.7767927050590515
53,8,464,144,134,355,0.8931910991668701
53,11,46,171,67,186,0.7411641478538513
53,19,349,144,104,226,0.596364438533783
53,20,979,186,49,183,0.7061554193496704
53,21,0,178,45,186,0.6484774947166443
54,3,103,162,101,256,0.8378469944000244
54,4,108,149,273,550,0.7303577065467834
54,14,985,184,226,502,0.8742510676383972
54,6,689,149,235,547,0.9273632764816284
54,13,899,170,93,221,0.7939959168434143
54,8,465,146,134,359,0.8996660113334656
54,11,53,170,65,187,0.7569418549537659
54,19,333,143,123,266,0.7612137794494629
54,20,980,187,49,183,0.7101568579673767
54,21,0,178,44,186,0.6125450730323792
55,3,99,161,99,254,0.7579060792922974
55,4,90,151,268,539,0.7133099436759949
55,14,985,183,224,503,0.8723036050796509
55,6,690,147,235,548,0.9263250827789307
55,13,900,170,92,222,0.8108696341514587
55,8,466,147,132,360,0.9010546803474426
55,11,57,168,65,188,0.7125678062438965
55,19,323,144,134,290,0.8594260215759277
55,20,981,188,48,183,0.7277834415435791
55,21,0,180,44,184,0.5894157290458679
56,3,100,162,85,222,0.6766152381896973
56,4,69,154,271,544,0.6440037488937378
56,14,986,183,221,502,0.8650611042976379
56,6,692,146,235,549,0.9209986925125122
56,13,901,172,92,221,0.8221451044082642
56,8,467,149,131,359,0.9069585204124451
56,11,64,171,61,185,0.5550987124443054
56,19,317,145,141,304,0.8612603545188904
56,20,982,189,49,184,0.7160959839820862
56,21,0,187,43,177,0.4927448034286499
56,18,429,187,47,186,0.5096121430397034
57,4,49,155,274,549,0.634633481502533
57,14,990,183,218,504,0.8703137636184692
57,6,695,143,236,553,0.9153379201889038
57,13,902,173,91,221,0.8201891183853149
57,8,468,151,130,357,0.9083565473556519
57,11,71,166,61,190,0.5814076066017151
57,19,311,146,149,322,0.8730593919754028
57,20,983,188,49,185,0.7149974703788757
57,21,0,182,44,182,0.5297626256942749
57,18,429,185,48,189,0.5505416989326477
58,4,31,152,271,541,0.4664462208747864
58,14,994,184,215,504,0.8685137033462524
58,6,698,140,236,554,0.9206435680389404
58,13,902,174,91,220,0.8142385482788086
58,8,470,153,128,355,0.9076539874076843
58,11,75,166,59,188,0.5427502393722534
58,19,309,147,156,338,0.8601765036582947
58,20,983,186,49,187,0.7163791656494141
58,21,1,200,40,165,0.512957751750946
58,18,429,184,49,190,0.5104395151138306
58,7,280,174,42,139,0.47308477759361267
59,4,6,146,281,559,0.7374840378761292
59,14,998,186,214,506,0.781219482421875
59,6,699,137,238,557,0.9197272658348083
59,13,903,174,90,219,0.7974509000778198
59,8,471,154,127,354,0.9050500988960266
59,19,304,149,161,352,0.8789129257202148
59,20,982,186,50,187,0.6954752206802368
59,21,0,193,42,173,0.4645231366157532
59,18,428,184,50,190,0.5762496590614319
59,7,281,174,45,146,0.6305906176567078
60,4,0,144,275,566,0.8332590460777283
60,14,1001,187,213,508,0.8666224479675293
60,6,700,135,239,560,0.9064163565635681
60,13,903,174,90,217,0.7792792916297913
60,8,472,153,127,356,0.905773937702179
60,19,300,149,162,359,0.8861768841743469
60,20,983,186,49,187,0.6941027641296387
60,21,1,184,43,180,0.5051960349082947
60,18,426,183,51,192,0.7020284533500671
60,7,279,176,47,148,0.6735028028488159
60,17,878,185,29,80,0.4928549528121948
61,4,0,142,261,570,0.7839406132698059
61,14,1002,188,213,510,0.8858503699302673
61,6,701,134,241,563,0.9188580513000488
61,13,905,174,89,216,0.7867924571037292
61,8,473,152,126,354,0.9035669565200806
61,19,299,152,163,363,0.8947123289108276
61,20,983,186,50,186,0.6723456382751465
61,21,0,180,44,184,0.5889732241630554
61,18,426,182,52,193,0.7108550071716309
61,7,278,174,47,149,0.7047482132911682
61,17,877,185,29,76,0.46313342452049255
62,4,0,142,250,570,0.7654709815979004
62,14,1004,190,214,510,0.895790159702301
62,6,701,134,242,566,0.9213308691978455
62,13,905,173,90,216,0.7877500057220459
62,8,474,151,126,356,0.8980109095573425
62,19,299,153,162,364,0.880715548992157
62,20,983,185,50,187,0.6770200729370117
62,21,0,179,45,185,0.5522542595863342
62,18,425,181,52,191,0.682283341884613
62,7,277,173,47,150,0.7324334979057312
62,17,875,185,31,74,0.5433741807937622
63,4,0,141,240,573,0.8356389403343201
63,14,1006,192,214,511,0.8892553448677063
63,6,701,134,245,568,0.9238518476486206
63,13,905,172,89,216,0.777736485004425
63,8,474,149,126,356,0.884843111038208
63,19,296,150,162,365,0.8679068684577942
63,20,983,183,49,184,0.6747281551361084
63,18,426,182,51,184,0.6306689381599426
63,7,277,173,47,148,0.6937528848648071
63,17,874,184,32,72,0.5322546362876892
64,4,0,137,230,577,0.837554395198822
64,14,1008,192,215,514,0.8976237177848816
64,6,702,136,245,566,0.9266109466552734
64,13,905,171,89,216,0.7425541281700134
64,8,475,148,127,356,0.9042620062828064
64,19,295,151,160,364,0.8750520944595337
64,20,983,182,49,184,0.6833611726760864
64,18,425,182,53,185,0.6967902779579163
64,7,277,172,47,149,0.6882923245429993
64,17,873,183,32,70,0.4608970284461975
65,4,0,138,218,576,0.8233370184898376
65,14,1008,192,217,516,0.8880613446235657
65,6,702,138,246,566,0.9277091026306152
65,13,905,169,89,218,0.7362927198410034
65,8,476,146,128,358,0.911553144454956
65,19,295,151,159,363,0.876700222492218
65,20,982,182,51,188,0.6200343370437622
65,18,424,182,53,184,0.7111459970474243
65,7,276,170,47,152,0.674602746963501
65,22,137,163,64,167,0.605551540851593
65,23,1226,510,46,208,0.7295635938644409
66,4,0,133,210,579,0.7267174124717712
66,14,1009,190,218,518,0.8936039805412292
66,6,702,140,248,567,0.9324689507484436
66,13,904,167,89,219,0.7531889081001282
66,8,477,145,129,359,0.9137349724769592
66,19,294,146,159,367,0.8809962272644043
66,20,981,181,51,189,0.678975522518158
66,18,425,182,53,184,0.7644426226615906
66,7,276,168,48,155,0.6697589755058289
66,22,129,163,73,191,0.651330828666687
66,23,1215,508,48,208,0.8228280544281006
67,14,1009,187,219,520,0.894557535648346
67,6,702,142,248,566,0.935872495174408
67,13,901,166,89,220,0.7486713528633118
67,8,478,143,129,361,0.9127990007400513
67,19,293,141,159,370,0.879802405834198
67,20,980,181,51,189,0.6722919940948486
67,18,427,183,51,174,0.6913930177688599
67,7,276,166,47,156,0.6594263911247253
67,22,125,164,75,196,0.7576552629470825
67,23,1204,506,49,209,0.8359935879707336
68,14,1010,185,219,522,0.8759262561798096
68,6,700,143,251,566,0.9349608421325684
68,13,900,165,88,220,0.7630285620689392
68,8,478,142,130,363,0.9061524868011475
68,19,292,137,159,373,0.8747814297676086
68,20,979,181,51,188,0.7149272561073303
68,18,427,184,48,162,0.603661060333252
68,7,276,165,47,158,0.6128047108650208
68,22,118,164,84,217,0.8245657086372375
68,23,1193,508,51,208,0.7984479665756226
69,14,1012,182,220,525,0.8080457448959351
69,6,699,142,252,569,0.9301726818084717
69,13,899,165,89,221,0.7852294445037842
69,8,478,141,130,363,0.8998776078224182
69,19,290,135,159,374,0.8754381537437439
69,20,978,181,50,188,0.7467549443244934
69,18,425,184,49,159,0.5864882469177246
69,7,276,164,47,158,0.6129809617996216
69,22,110,162,93,239,0.8543270826339722
69,23,1175,510,56,208,0.7460916042327881
70,14,1018,180,220,524,0.8299829959869385
70,6,697,141,254,571,0.9239417910575867
70,13,901,165,88,222,0.7728099822998047
70,8,478,140,130,363,0.9027748107910156
70,19,290,133,157,375,0.8744088411331177
70,20,977,182,50,188,0.7052401900291443
70,18,424,184,51,167,0.61338871717453
70,7,275,164,47,158,0.554941713809967
70,22,107,161,97,251,0.8716478943824768
70,23,1158,512,61,207,0.7422007918357849
71,14,1027,178,215,509,0.773741602897644
71,6,696,138,255,574,0.9248321652412415
71,13,902,165,89,221,0.7779024243354797
71,8,478,139,130,363,0.8890829682350159
71,19,290,135,156,374,0.8738561272621155
71,20,976,182,50,189,0.6860857009887695
71,18,424,183,50,160,0.599475622177124
71,7,275,165,46,156,0.5137407183647156
71,22,105,158,100,258,0.889496386051178
