frame_idx,track_id,x,y,w,h,conf
22,1,131,132,278,679,0.8925131559371948
22,2,1394,129,358,829,0.905850350856781
22,3,376,68,294,805,0.8751855492591858
22,4,1081,133,181,505,0.8681104183197021
22,6,897,149,97,302,0.713487446308136
22,7,755,148,130,301,0.5921257138252258
23,1,132,128,276,674,0.9016830325126648
23,2,1394,131,361,836,0.901060163974762
23,3,381,72,290,803,0.8852074146270752
23,4,1083,138,180,502,0.88987797498703
23,6,897,149,96,302,0.7143592238426208
23,7,756,147,132,308,0.6800678372383118
24,1,134,126,274,670,0.9075871109962463
24,2,1397,134,361,839,0.87986820936203
24,3,387,76,287,801,0.8845694065093994
24,4,1085,142,181,500,0.8806024789810181
24,6,896,149,96,304,0.7220017313957214
24,7,756,147,132,310,0.712029755115509
24,11,0,327,55,342,0.5716528296470642
25,1,135,124,273,669,0.8963261246681213
25,2,1398,134,362,843,0.8968168497085571
25,3,395,81,283,797,0.8987523317337036
25,4,1085,147,180,497,0.8625490069389343
25,6,895,150,97,304,0.7249752879142761
25,7,756,147,133,312,0.6917271018028259
25,11,0,329,54,344,0.5115981101989746
25,12,1301,120,167,227,0.48661842942237854
25,8,997,152,71,216,0.4723263084888458
26,1,136,122,273,671,0.9004937410354614
26,2,1398,133,364,848,0.9013926386833191
26,3,401,83,281,790,0.9013092517852783
26,4,1085,151,181,495,0.8713298439979553
26,6,895,151,96,304,0.7047120928764343
26,7,757,149,131,311,0.6825913190841675
26,12,1297,119,165,225,0.5351490378379822
26,8,997,153,71,215,0.46085235476493835
27,1,136,120,274,672,0.9045003056526184
27,2,1402,131,365,853,0.9079918265342712
27,3,405,84,281,784,0.905768096446991
27,4,1085,153,180,493,0.8703691959381104
27,6,894,151,95,304,0.6977266669273376
27,7,757,150,131,310,0.7132590413093567
27,8,997,155,71,213,0.508239209651947
28,1,141,119,273,674,0.9025498628616333
28,2,1407,129,369,860,0.8955897092819214
28,3,406,83,282,779,0.8975672721862793
28,4,1085,154,180,493,0.8730096220970154
28,6,894,153,95,303,0.7098413705825806
28,7,757,150,130,311,0.7225662469863892
28,8,998,155,70,213,0.46829283237457275
28,12,1296,117,167,229,0.5241425037384033
29,1,146,121,272,672,0.8975339531898499
29,2,1414,129,370,862,0.9038301706314087
29,3,408,82,283,774,0.8971225619316101
29,4,1086,153,182,496,0.8686655163764954
29,6,893,154,95,303,0.7139149904251099
29,7,758,152,130,311,0.7213010787963867
29,8,999,154,72,218,0.5180103778839111
29,12,1298,116,169,233,0.5473533868789673
30,1,149,126,272,670,0.9005616307258606
30,2,1420,129,372,866,0.9031038284301758
30,3,410,81,287,772,0.906721293926239
30,4,1086,153,183,499,0.8634373545646667
30,6,894,156,95,303,0.7341071963310242
30,7,760,152,126,301,0.6016930937767029
30,8,1001,157,73,218,0.5202683806419373
30,12,1300,118,167,231,0.6486086845397949
31,1,152,130,271,669,0.902014434337616
31,2,1425,132,371,864,0.9108217358589172
31,3,412,81,290,770,0.9124718308448792
31,4,1088,151,183,502,0.8431645035743713
31,6,894,157,95,303,0.6955530643463135
31,7,760,153,129,307,0.5907405614852905
31,12,1302,119,167,233,0.46582311391830444
32,1,159,135,269,667,0.8884791731834412
32,2,1430,135,371,860,0.9120736718177795
32,3,412,81,294,770,0.9074801802635193
32,4,1089,149,185,505,0.8429142236709595
32,6,895,160,94,301,0.6813703775405884
32,7,760,153,129,311,0.48523440957069397
32,12,1302,122,171,237,0.5699915289878845
32,8,1001,163,72,213,0.4722462296485901
33,1,162,139,266,664,0.877168595790863
33,2,1436,136,371,860,0.9058873057365417
33,3,414,78,300,774,0.907722532749176
33,4,1091,147,185,507,0.8378349542617798
33,6,894,161,94,301,0.6863340139389038
33,7,760,154,129,311,0.5290041565895081
33,12,1305,124,172,241,0.49481168389320374
33,8,1003,164,72,211,0.4779950678348541
34,1,166,142,262,661,0.8778337240219116
34,2,1443,136,373,863,0.9108710885047913
34,3,414,78,305,774,0.8875691890716553
34,4,1093,145,185,507,0.8422796130180359
34,6,893,162,94,301,0.6865171790122986
34,7,761,155,128,308,0.5730392932891846
34,12,1306,126,171,241,0.4986402988433838
34,8,1003,165,73,214,0.5087050795555115
35,1,172,145,257,658,0.8738408088684082
35,2,1448,137,375,865,0.9171851873397827
35,3,414,78,309,775,0.8986738324165344
35,4,1094,142,186,510,0.8464303612709045
35,6,892,163,95,302,0.6971059441566467
35,7,763,155,127,310,0.6362185478210449
35,12,1306,127,169,238,0.48539668321609497
35,8,1002,168,73,214,0.4997085928916931
36,1,180,145,253,656,0.8826005458831787
36,2,1449,136,381,875,0.9190252423286438
36,3,413,79,313,774,0.8947188258171082
36,4,1094,141,187,513,0.8411026000976562
36,6,892,164,95,300,0.6924976706504822
36,7,761,156,130,313,0.6999325156211853
36,12,1310,129,165,231,0.5218942761421204
36,8,1002,169,75,221,0.5109930038452148
37,1,188,145,249,654,0.8830493688583374
37,2,1449,137,386,884,0.9099598526954651
37,3,412,82,316,771,0.8919728994369507
37,4,1094,141,188,516,0.8490305542945862
37,6,890,165,96,300,0.7132734656333923
37,7,761,158,129,313,0.6984162330627441
37,12,1309,131,166,234,0.4634168744087219
37,8,1004,171,75,221,0.5452483892440796
38,1,189,143,248,654,0.8942583799362183
38,2,1451,139,388,889,0.91451096534729
38,3,411,85,318,770,0.8889749646186829
38,4,1095,140,187,519,0.8398772478103638
38,6,890,166,95,300,0.7099255323410034
38,7,761,160,129,313,0.6505435109138489
38,8,1006,172,74,220,0.4810875356197357
39,1,195,142,244,649,0.8839924335479736
39,2,1452,143,390,892,0.9155454039573669
39,3,409,88,320,767,0.8874948024749756
39,4,1095,145,187,519,0.8367448449134827
39,6,890,166,96,298,0.6930803656578064
39,7,760,162,130,315,0.7225786447525024
39,8,1007,175,74,219,0.48858729004859924
40,1,200,140,242,642,0.8894394040107727
40,2,1455,146,390,894,0.9095184803009033
40,3,411,92,320,764,0.896869421005249
40,4,1096,149,187,520,0.8324049711227417
40,6,891,166,95,297,0.7218549847602844
40,7,761,162,130,316,0.7069345712661743
40,8,1009,176,72,213,0.5113035440444946
41,1,205,138,239,638,0.8730668425559998
41,2,1457,146,392,900,0.911653995513916
41,3,411,95,321,761,0.8966647386550903
41,4,1098,152,188,523,0.8244397640228271
41,6,892,166,95,297,0.7202219367027283
41,7,763,163,129,314,0.6788437366485596
42,1,209,138,239,636,0.8639964461326599
42,2,1459,144,394,908,0.9205045700073242
42,3,412,98,320,759,0.8961288332939148
42,4,1100,153,188,527,0.800370454788208
42,6,892,166,96,297,0.7119272947311401
42,7,762,161,131,318,0.686573326587677
42,8,1012,180,70,210,0.45913276076316833
43,1,213,138,239,636,0.8598697185516357
43,2,1462,145,393,910,0.9227935075759888
43,3,410,101,317,755,0.8951695561408997
43,4,1100,155,187,526,0.8054474592208862
43,6,892,166,96,299,0.6714716553688049
43,7,762,160,132,322,0.6500124335289001
43,8,1014,179,71,213,0.5201214551925659
44,1,219,136,236,635,0.8672508597373962
44,2,1465,147,392,911,0.9198412299156189
44,3,408,103,314,753,0.9028263092041016
44,4,1102,159,187,523,0.8059163689613342
44,6,893,167,95,297,0.6698518395423889
44,7,763,159,132,324,0.6815136075019836
44,8,1016,176,72,214,0.5444101691246033
44,14,623,187,117,425,0.5621232986450195
45,1,225,137,234,633,0.8632824420928955
45,2,1469,148,390,910,0.9204703569412231
45,3,407,102,312,752,0.8970445394515991
45,4,1103,161,186,525,0.8142326474189758
45,6,893,166,96,299,0.6896219849586487
45,7,763,158,132,325,0.6882166862487793
45,8,1016,173,73,217,0.5492159724235535
45,14,625,187,117,424,0.6674544811248779
46,1,236,139,230,633,0.8528642058372498
46,2,1472,144,390,914,0.9275383949279785
46,3,409,101,310,752,0.9056890606880188
46,4,1102,164,185,522,0.8268235921859741
46,6,893,166,96,300,0.6884780526161194
46,7,763,158,132,324,0.7192196846008301
46,8,1015,170,76,229,0.5101596713066101
46,14,626,186,118,428,0.687091052532196
47,1,236,141,227,626,0.8697091937065125
47,2,1475,143,389,915,0.9316123127937317
47,3,413,100,306,748,0.913502037525177
47,4,1101,166,186,523,0.8240859508514404
47,6,894,167,96,299,0.6933588981628418
47,7,764,158,132,325,0.69231116771698
47,8,1015,170,77,232,0.4832288920879364
47,14,628,186,117,427,0.6878157258033752
48,1,236,143,225,622,0.8679983019828796
48,2,1478,142,389,916,0.9254818558692932
48,3,416,97,302,740,0.9051386713981628
48,4,1101,166,185,523,0.8211497664451599
48,6,895,168,95,298,0.6919257044792175
48,7,765,157,133,327,0.632620096206665
48,8,1016,169,76,231,0.48975735902786255
48,14,631,185,116,424,0.6619661450386047
49,1,241,147,221,618,0.860614538192749
49,2,1481,143,389,914,0.9252517223358154
49,3,416,94,298,736,0.8882519602775574
49,4,1100,166,185,523,0.8318365216255188
49,6,895,169,95,297,0.7100836038589478
49,7,765,156,133,329,0.5505005121231079
49,8,1017,168,75,230,0.5076608657836914
49,14,634,186,116,422,0.6166097521781921
50,1,245,152,218,614,0.8515411019325256
50,2,1482,144,391,915,0.9093902111053467
50,3,418,89,297,737,0.8857418894767761
50,4,1099,163,186,527,0.8442772626876831
50,6,894,169,95,297,0.7078986763954163
50,7,765,156,131,324,0.46500518918037415
50,8,1018,168,75,228,0.46325671672821045
50,14,636,186,115,421,0.573497474193573
50,16,153,168,113,202,0.6214106678962708
51,1,245,156,217,609,0.8546091914176941
51,2,1483,144,394,919,0.9135499000549316
51,3,418,86,297,740,0.8935636878013611
51,4,1098,160,187,530,0.845951497554779
51,6,894,170,95,296,0.7067468762397766
51,8,1021,169,74,224,0.49401232600212097
51,14,637,187,115,419,0.6078645586967468
51,16,154,168,111,199,0.6139748096466064
52,1,246,158,215,607,0.8656147122383118
52,2,1485,142,397,923,0.9303080439567566
52,3,417,84,295,741,0.891573965549469
52,4,1097,157,189,533,0.841972827911377
52,6,895,170,95,296,0.700567364692688
52,8,1021,168,74,224,0.4569813907146454
52,14,639,188,114,418,0.6055123209953308
52,16,154,169,112,200,0.6397742033004761
52,7,765,156,132,327,0.47068625688552856
53,1,246,158,215,606,0.8631629943847656
53,2,1487,140,400,927,0.9259862899780273
53,3,419,83,294,742,0.8840574622154236
53,4,1098,156,189,534,0.83685302734375
53,6,895,170,95,296,0.6704872846603394
53,14,640,189,114,418,0.5183857083320618
53,16,154,170,112,200,0.678836464881897
53,7,764,156,132,328,0.47754308581352234
54,1,248,158,214,605,0.8472550511360168
54,2,1488,139,404,931,0.9302822351455688
54,3,421,84,293,742,0.8818039298057556
54,4,1098,155,190,538,0.8431422710418701
54,6,894,172,95,295,0.675392210483551
54,16,154,172,110,197,0.6581205725669861
54,7,765,158,131,326,0.6483779549598694
55,1,247,158,214,603,0.8617031574249268
55,2,1493,139,406,933,0.9229692220687866
55,3,423,86,292,741,0.8926990032196045
55,4,1096,154,192,542,0.852755069732666
55,6,895,173,95,295,0.6751305460929871
55,16,154,174,108,192,0.6550385355949402
55,7,766,158,132,325,0.5463138222694397
55,14,643,191,112,418,0.4899047017097473
56,1,248,156,213,596,0.8717846274375916
56,2,1497,140,408,933,0.9310562014579773
56,3,426,87,290,738,0.8959911465644836
56,4,1095,153,192,544,0.8533894419670105
56,6,893,174,95,295,0.716645359992981
56,16,154,177,105,186,0.5688797235488892
56,7,767,158,132,327,0.546278178691864
56,14,646,191,111,420,0.5143454074859619
57,1,250,153,213,592,0.8745508790016174
57,2,1499,141,409,934,0.926971971988678
57,3,431,92,290,736,0.9018877148628235
57,4,1094,154,192,544,0.8618534803390503
57,6,894,174,95,296,0.7269284725189209
57,7,767,157,132,329,0.6500745415687561
58,1,251,150,213,592,0.8755311965942383
58,2,1501,144,410,935,0.92950040102005
58,3,434,94,289,732,0.8981316685676575
58,4,1094,157,192,543,0.8548997640609741
58,6,894,172,95,299,0.7353004813194275
58,7,766,157,133,331,0.6760653257369995
58,14,650,191,109,418,0.47401857376098633
59,1,252,147,215,594,0.8838838338851929
59,2,1505,145,409,931,0.9288358092308044
59,3,438,98,288,728,0.9029121398925781
59,4,1094,163,191,540,0.8545210957527161
59,6,894,173,95,298,0.7095043659210205
59,7,775,191,121,299,0.5187063813209534
59,16,111,176,185,343,0.5087130069732666
60,1,254,144,217,597,0.8909143209457397
60,2,1508,147,407,927,0.9309378266334534
60,3,441,101,288,725,0.9031149744987488
60,4,1094,165,192,542,0.8733851313591003
60,6,893,173,95,299,0.733647346496582
60,7,769,168,129,322,0.5560044646263123
61,1,257,143,217,598,0.8983916640281677
61,2,1510,151,406,921,0.9237096309661865
61,3,444,106,289,721,0.889535129070282
61,4,1095,168,192,541,0.8664603233337402
61,6,893,173,95,300,0.7138659954071045
61,7,771,173,127,318,0.5159865617752075
62,1,258,144,219,599,0.8878453373908997
62,2,1511,156,405,916,0.9138105511665344
62,3,449,109,289,717,0.8812705278396606
62,4,1095,168,191,539,0.8618948459625244
62,6,891,174,94,299,0.709615170955658
62,7,765,164,129,323,0.5334635376930237
62,8,1028,175,70,212,0.47095590829849243
63,1,259,147,219,598,0.8789024353027344
63,2,1514,160,403,913,0.9083335995674133
63,3,454,110,290,713,0.8721359372138977
63,4,1093,171,192,540,0.8614978790283203
63,6,889,173,95,300,0.6984174251556396
63,7,764,158,132,332,0.646923303604126
63,17,1271,124,106,165,0.46432527899742126
63,18,1579,149,118,179,0.6013306975364685
63,8,1029,176,70,210,0.4505366086959839
64,1,261,152,221,595,0.8625563383102417
64,2,1516,162,403,910,0.9211944937705994
64,3,456,108,293,711,0.8737738132476807
64,4,1094,172,193,543,0.8620418906211853
64,6,889,172,94,301,0.7100340723991394
64,7,763,156,134,335,0.6460950970649719
64,17,1269,123,109,171,0.5846054553985596
64,18,1579,149,118,179,0.7005201578140259
64,8,1030,178,72,209,0.4866360127925873
65,1,267,158,220,591,0.8646436929702759
65,2,1520,161,400,910,0.9133173823356628
65,3,457,106,295,712,0.8910159468650818
65,4,1094,173,194,546,0.8682636618614197
65,6,888,170,96,304,0.7179336547851562
65,7,762,156,133,333,0.5992406010627747
65,17,1267,123,113,176,0.4973635971546173
65,18,1580,149,117,177,0.714574933052063
65,8,1030,178,73,210,0.49331915378570557
66,1,274,159,220,590,0.8642266392707825
66,2,1525,159,395,913,0.8938493132591248
66,3,462,105,292,695,0.8775907158851624
66,4,1094,175,194,546,0.8681837916374207
66,6,888,167,96,308,0.7300283312797546
66,7,763,157,132,331,0.5774449110031128
66,17,1267,122,115,179,0.5197992920875549
66,18,1567,149,142,215,0.6235249638557434
66,8,1030,178,74,211,0.48818308115005493
66,14,672,186,109,423,0.46372371912002563
67,1,277,155,223,595,0.858866810798645
67,2,1530,155,390,919,0.8837417960166931
67,3,465,105,291,688,0.891225278377533
67,4,1093,177,196,545,0.8753249049186707
67,6,887,168,96,306,0.7232265472412109
67,7,771,164,129,328,0.5144875049591064
67,17,1267,122,116,181,0.4866560399532318
67,18,1574,149,130,194,0.5655308365821838
67,14,674,188,107,418,0.5831810235977173
68,1,280,160,219,589,0.8573530316352844
68,2,1534,151,386,925,0.894378662109375
68,3,465,104,292,686,0.9022388458251953
68,4,1093,176,197,547,0.8805116415023804
68,6,886,170,95,305,0.7053377628326416
68,7,787,222,108,272,0.48065856099128723
68,18,1574,149,136,204,0.5623209476470947
68,14,675,188,107,418,0.5605508089065552
68,12,1332,132,198,272,0.5444403290748596
69,1,283,161,218,585,0.8533124923706055
69,2,1537,146,383,927,0.8991222977638245
69,3,467,104,293,685,0.8986772298812866
69,4,1094,173,198,549,0.8719431161880493
69,6,884,172,94,306,0.6898851990699768
69,7,781,188,120,306,0.4745664894580841
69,18,1570,148,147,221,0.5612858533859253
69,14,676,188,106,416,0.5100183486938477
69,19,231,178,99,303,0.6412903666496277
69,8,1030,178,75,212,0.4750139117240906
70,1,287,160,216,584,0.8388816714286804
70,2,1540,143,380,927,0.8771839141845703
70,3,469,103,294,685,0.90022212266922
70,4,1093,168,200,555,0.8825008273124695
70,6,882,175,93,303,0.7090425491333008
70,7,777,178,124,316,0.5063449740409851
70,18,1568,149,151,226,0.5555298328399658
70,19,228,175,99,305,0.6918964385986328
70,8,1029,179,75,211,0.469459593296051
71,1,291,160,215,581,0.8122929930686951
71,2,1544,141,376,929,0.8763400912284851
71,3,470,104,294,685,0.897425651550293
71,4,1093,164,202,559,0.8856418132781982
71,6,882,176,91,301,0.7197708487510681
71,7,777,174,125,320,0.500430703163147
71,18,1571,151,152,227,0.6006717681884766
71,19,223,175,99,304,0.7400665879249573
72,1,298,159,210,570,0.8097596764564514
72,2,1547,138,373,931,0.8909450173377991
72,3,472,105,294,684,0.9029132723808289
72,4,1093,159,204,564,0.8904712796211243
72,6,882,177,89,298,0.7262406349182129
72,7,789,223,108,272,0.519809365272522
72,18,1576,152,153,225,0.6667619347572327
72,19,220,177,98,300,0.7171508073806763
72,8,1029,185,72,206,0.4603496789932251
73,1,303,156,208,568,0.8450919389724731
73,2,1549,136,371,933,0.9025045037269592
73,3,473,106,293,683,0.9024705290794373
73,4,1092,156,205,568,0.8888562321662903
73,6,881,177,89,296,0.7264128923416138
73,7,785,205,115,289,0.5131635665893555
73,18,1578,153,155,225,0.6502742171287537
73,19,217,178,98,299,0.7439220547676086
73,8,1029,183,73,207,0.5074556469917297
74,1,306,153,209,568,0.8420478105545044
74,2,1554,136,366,934,0.8947904706001282
74,3,472,106,294,685,0.8908374905586243
74,4,1092,154,206,570,0.8920656442642212
74,6,879,178,88,295,0.6991073489189148
74,7,783,195,118,298,0.48066654801368713
74,18,1576,152,158,227,0.6286988854408264
74,19,214,176,100,303,0.7680945992469788
74,8,1030,180,75,212,0.5121130347251892
75,1,309,150,208,569,0.799969494342804
75,2,1557,139,363,936,0.8804510831832886
75,3,472,107,293,684,0.8723394274711609
75,4,1091,154,206,571,0.8952317237854004
75,6,878,178,86,293,0.682942807674408
75,7,791,225,107,268,0.5332274436950684
75,18,1577,155,157,223,0.6053416728973389
75,19,210,173,103,306,0.756191074848175
75,8,1027,178,83,240,0.5062049031257629
76,1,307,147,210,576,0.7952679991722107
76,2,1561,143,359,930,0.8769505620002747
76,3,471,104,295,692,0.8622156977653503
76,4,1091,155,207,572,0.8906450271606445
76,6,876,177,86,295,0.6540856957435608
76,7,794,241,102,252,0.5598126649856567
76,18,1579,155,157,222,0.6203936338424683
76,19,208,174,102,303,0.7878648042678833
76,8,1027,177,82,239,0.4888027608394623
77,1,309,144,210,579,0.8087769746780396
77,2,1566,148,354,924,0.9148189425468445
77,3,471,104,295,693,0.8641130328178406
77,4,1091,156,208,576,0.8899574279785156
77,6,876,177,85,295,0.64638352394104
77,7,794,240,102,252,0.5664297938346863
77,18,1580,153,157,220,0.5972675681114197
77,19,206,174,104,302,0.7630525827407837
77,8,1027,177,80,234,0.4919143319129944
78,1,311,142,208,576,0.8078861832618713
78,2,1570,152,350,919,0.9080726504325867
78,3,471,106,293,693,0.8647260665893555
78,4,1089,159,210,577,0.8835911750793457
78,6,877,177,84,296,0.6448990106582642
78,7,791,230,107,263,0.5409618020057678
78,18,1576,151,161,224,0.5755387544631958
78,19,206,175,106,302,0.7464882731437683
78,8,1027,175,80,235,0.4670580327510834
79,1,314,143,206,571,0.8238236904144287
79,2,1574,154,346,915,0.8912421464920044
79,3,470,108,292,691,0.8659577369689941
79,4,1086,162,210,579,0.8743181824684143
79,6,877,177,83,296,0.6413944363594055
79,7,789,225,109,267,0.5407902598381042
79,19,206,176,107,299,0.7403595447540283
80,1,317,142,206,573,0.8055004477500916
80,2,1579,156,341,911,0.9124683141708374
80,3,473,113,286,678,0.8704906702041626
80,4,1085,166,211,578,0.8709942102432251
80,6,876,177,83,294,0.6243147850036621
80,7,774,187,124,304,0.6520279049873352
80,19,203,178,110,297,0.7239038348197937
81,1,319,143,205,577,0.8267675042152405
81,2,1583,156,337,912,0.9208160042762756
81,3,472,113,285,678,0.8762018084526062
81,4,1083,168,211,578,0.8702095746994019
81,6,874,177,82,294,0.6414076685905457
81,7,769,172,130,318,0.6692755818367004
81,19,198,181,113,294,0.7043585181236267
81,17,1277,116,125,196,0.45812666416168213
81,14,670,185,103,412,0.4580496549606323
82,1,321,145,202,575,0.8219437003135681
82,2,1583,152,337,922,0.9212745428085327
82,3,472,112,283,675,0.8808459043502808
82,4,1081,166,213,580,0.8691322207450867
82,6,870,177,83,294,0.6607935428619385
82,7,766,165,133,325,0.7121970653533936
82,19,193,182,117,292,0.7300809025764465
82,20,286,168,84,292,0.5045256018638611
82,17,1277,114,126,199,0.5161951184272766
82,18,1562,143,209,300,0.45632898807525635
83,1,323,147,199,570,0.8066387176513672
83,2,1587,151,333,919,0.9147434234619141
83,3,473,111,281,669,0.88224196434021
83,4,1079,166,215,580,0.8684959411621094
83,6,867,175,84,296,0.6646971106529236
83,7,764,161,136,330,0.7107908129692078
83,19,190,183,120,290,0.7553651928901672
83,20,286,167,85,293,0.6326890587806702
83,17,1274,112,129,206,0.4791666567325592
83,18,1567,142,204,295,0.46178534626960754
84,1,324,147,197,567,0.7929955720901489
84,2,1590,147,330,919,0.902591347694397
84,3,473,109,279,664,0.875696063041687
84,4,1077,165,217,581,0.8620209097862244
84,6,866,175,83,294,0.6442670822143555
84,7,764,158,137,332,0.6555411219596863
84,19,188,180,125,291,0.718089759349823
84,20,284,165,85,292,0.5833103060722351
84,17,1275,110,125,202,0.538428783416748
84,18,1543,140,255,382,0.5187028646469116
85,1,327,146,193,566,0.7711167931556702
85,2,1592,143,328,921,0.8499430418014526
85,3,473,106,278,661,0.8695586323738098
85,4,1074,163,218,581,0.8495419025421143
85,6,865,176,83,293,0.619676947593689
85,7,764,159,137,330,0.611457109451294
85,19,179,175,139,322,0.755760908126831
85,20,281,161,84,293,0.5879822373390198
85,17,1277,110,121,196,0.4750562608242035
85,18,1540,139,267,414,0.45795950293540955
85,12,1300,127,219,273,0.45395898818969727
86,1,330,147,191,564,0.7590088248252869
86,2,1592,139,328,926,0.8644434809684753
86,3,471,103,279,660,0.8707264065742493
86,4,1071,158,221,586,0.8609610795974731
