frame_idx,person_id,x,y,w,h,gender,upper_color,lower_color,hat,glasses,backpack
9,8,995,142,71,213,Female,Black,Black,0,0,0
10,1,75,105,305,713,Male,Black,White,0,0,0
10,2,1372,130,340,791,Male,Black,Blue,0,0,0
10,3,355,56,360,827,Male,Black,Black,0,0,0
10,4,1087,130,173,488,Male,Black,White,0,0,1
10,6,886,146,95,291,Female,Black,Black,1,0,0
10,7,752,132,135,311,Female,White,Gray,0,0,0
10,8,996,142,70,211,Female,Black,Black,0,0,0
11,1,88,106,302,713,Male,Black,White,0,0,0
11,2,1374,129,340,794,Male,Black,Blue,0,0,0
11,3,357,54,354,821,Male,Black,Black,0,0,0
11,4,1087,131,174,490,Male,Black,White,0,0,1
11,6,888,147,95,291,Female,Black,Black,1,0,0
11,7,752,132,135,312,Female,White,Gray,0,0,0
11,8,997,143,70,209,Female,Black,Black,0,0,0
12,1,91,108,300,712,Male,Black,White,0,0,0
12,2,1377,127,341,797,Male,Black,Blue,0,0,0
12,3,357,52,349,819,Male,Black,Black,0,0,0
12,4,1087,131,175,491,Male,Black,White,0,0,1
12,6,890,146,96,294,Female,Black,Black,1,0,0
12,7,751,136,134,310,Female,White,Gray,0,0,0
13,1,99,109,298,714,Male,Black,White,0,0,0
13,2,1378,126,342,798,Male,Black,Blue,0,0,0
13,3,355,51,344,819,Male,Black,Black,0,0,0
13,4,1085,130,176,495,Male,Black,White,0,0,1
13,6,891,145,97,296,Female,Black,Black,1,0,0
13,7,752,140,132,305,Female,White,Gray,0,0,0
13,8,999,145,69,210,Female,Black,Black,0,0,0
14,1,100,113,297,713,Male,Black,White,0,0,0
14,2,1379,126,343,799,Male,Black,Blue,0,0,0
14,3,354,52,338,817,Male,Black,Black,0,0,0
14,4,1085,130,178,499,Male,Black,White,0,0,1
14,6,893,146,97,298,Female,Black,Black,1,0,0
14,7,753,140,130,299,Female,White,Gray,0,0,0
15,1,101,117,296,710,Male,Black,White,0,0,0
15,2,1382,126,344,800,Male,Black,Blue,0,0,0
15,3,353,52,333,820,Male,Black,Black,0,0,0
15,4,1086,131,179,501,Male,Black,White,0,0,1
15,6,894,147,97,299,Female,Black,Black,1,0,0
16,1,104,121,293,706,Male,Black,White,0,0,0
16,2,1384,126,346,801,Male,Black,Blue,0,0,0
16,3,353,54,327,819,Male,Black,Black,0,0,0
16,4,1086,131,179,501,Male,Black,White,0,0,1
16,6,895,150,96,297,Female,Black,Black,1,0,0
17,1,107,125,290,697,Male,Black,White,0,0,0
17,2,1387,125,347,803,Male,Black,Blue,0,0,0
17,3,354,55,322,818,Male,Black,Black,0,0,0
17,4,1086,130,179,500,Male,Black,White,0,0,1
17,6,895,150,97,298,Female,Black,Black,1,0,0
18,1,111,128,286,689,Male,Black,White,0,0,0
18,2,1389,124,351,809,Male,Black,Blue,0,0,0
18,3,361,59,314,812,Male,Black,Black,0,0,0
18,4,1085,128,181,502,Male,Black,White,0,0,1
18,6,896,150,98,300,Female,Black,Black,1,0,0
18,7,756,149,121,277,Female,White,Gray,0,0,0
19,1,116,131,284,685,Male,Black,White,0,0,0
19,2,1391,125,354,815,Male,Black,Blue,0,0,0
19,3,366,61,309,809,Male,Black,Black,0,0,0
19,4,1084,128,182,504,Male,Black,White,0,0,1
19,6,897,150,97,301,Female,Black,Black,1,0,0
19,7,757,144,122,278,Female,White,Gray,0,0,0
20,1,123,132,282,683,Male,Black,White,0,0,0
20,2,1393,127,356,819,Male,Black,Blue,0,0,0
20,3,371,63,302,805,Male,Black,Black,0,0,0
20,4,1083,130,181,503,Male,Black,White,0,0,1
20,6,897,150,97,301,Female,Black,Black,1,0,0
21,1,127,132,281,682,Male,Black,White,0,0,0
21,2,1393,127,357,823,Male,Black,Blue,0,0,0
21,3,375,66,297,801,Male,Black,Black,0,0,0
21,4,1081,132,182,503,Male,Black,White,0,0,1
21,6,896,150,97,301,Female,Black,Black,1,0,0
22,1,131,132,278,679,Male,Black,White,0,0,0
22,2,1394,129,358,829,Male,Black,Blue,0,0,0
22,3,376,68,294,805,Male,Black,Black,0,0,0
22,4,1081,133,181,505,Male,Black,White,0,0,1
22,6,897,149,97,302,Female,Black,Black,1,0,0
22,7,755,148,130,301,Female,White,Gray,0,0,0
23,1,132,128,276,674,Male,Black,White,0,0,0
23,2,1394,131,361,836,Male,Black,Blue,0,0,0
23,3,381,72,290,803,Male,Black,Black,0,0,0
23,4,1083,138,180,502,Male,Black,White,0,0,1
23,6,897,149,96,302,Female,Black,Black,1,0,0
23,7,756,147,132,308,Female,White,Gray,0,0,0
24,1,134,126,274,670,Male,Black,White,0,0,0
24,2,1397,134,361,839,Male,Black,Blue,0,0,0
24,3,387,76,287,801,Male,Black,Black,0,0,0
24,4,1085,142,181,500,Male,Black,White,0,0,1
24,6,896,149,96,304,Female,Black,Black,1,0,0
24,7,756,147,132,310,Female,White,Gray,0,0,0
25,1,135,124,273,669,Male,Black,White,0,0,0
25,2,1398,134,362,843,Male,Black,Blue,0,0,0
25,3,395,81,283,797,Male,Black,Black,0,0,0
25,4,1085,147,180,497,Male,Black,White,0,0,1
25,6,895,150,97,304,Female,Black,Black,1,0,0
25,7,756,147,133,312,Female,White,Gray,0,0,0
25,8,997,152,71,216,Female,Black,Black,0,0,0
26,1,136,122,273,671,Male,Black,White,0,0,0
26,2,1398,133,364,848,Male,Black,Blue,0,0,0
26,3,401,83,281,790,Male,Black,Black,0,0,0
26,4,1085,151,181,495,Male,Black,White,0,0,1
26,6,895,151,96,304,Female,Black,Black,1,0,0
26,7,757,149,131,311,Female,White,Gray,0,0,0
26,8,997,153,71,215,Female,Black,Black,0,0,0
27,1,136,120,274,672,Male,Black,White,0,0,0
27,2,1402,131,365,853,Male,Black,Blue,0,0,0
27,3,405,84,281,784,Male,Black,Black,0,0,0
27,4,1085,153,180,493,Male,Black,White,0,0,1
27,6,894,151,95,304,Female,Black,Black,1,0,0
27,7,757,150,131,310,Female,White,Gray,0,0,0
27,8,997,155,71,213,Female,Black,Black,0,0,0
28,1,141,119,273,674,Male,Black,White,0,0,0
28,2,1407,129,369,860,Male,Black,Blue,0,0,0
28,3,406,83,282,779,Male,Black,Black,0,0,0
28,4,1085,154,180,493,Male,Black,White,0,0,1
28,6,894,153,95,303,Female,Black,Black,1,0,0
28,7,757,150,130,311,Female,White,Gray,0,0,0
28,8,998,155,70,213,Female,Black,Black,0,0,0
29,1,146,121,272,672,Male,Black,White,0,0,0
29,2,1414,129,370,862,Male,Black,Blue,0,0,0
29,3,408,82,283,774,Male,Black,Black,0,0,0
29,4,1086,153,182,496,Male,Black,White,0,0,1
29,6,893,154,95,303,Female,Black,Black,1,0,0
29,7,758,152,130,311,Female,White,Gray,0,0,0
29,8,999,154,72,218,Female,Black,Black,0,0,0
30,1,149,126,272,670,Male,Black,White,0,0,0
30,2,1420,129,372,866,Male,Black,Blue,0,0,0
30,3,410,81,287,772,Male,Black,Black,0,0,0
30,4,1086,153,183,499,Male,Black,White,0,0,1
30,6,894,156,95,303,Female,Black,Black,1,0,0
30,7,760,152,126,301,Female,White,Gray,0,0,0
30,8,1001,157,73,218,Female,Black,Black,0,0,0
31,1,152,130,271,669,Male,Black,White,0,0,0
31,2,1425,132,371,864,Male,Black,Blue,0,0,0
31,3,412,81,290,770,Male,Black,Black,0,0,0
31,4,1088,151,183,502,Male,Black,White,0,0,1
31,6,894,157,95,303,Female,Black,Black,1,0,0
31,7,760,153,129,307,Female,White,Gray,0,0,0
32,1,159,135,269,667,Male,Black,White,0,0,0
32,2,1430,135,371,860,Male,Black,Blue,0,0,0
32,3,412,81,294,770,Male,Black,Black,0,0,0
32,4,1089,149,185,505,Male,Black,White,0,0,1
32,6,895,160,94,301,Female,Black,Black,1,0,0
32,7,760,153,129,311,Female,White,Gray,0,0,0
32,8,1001,163,72,213,Female,Black,Black,0,0,0
33,1,162,139,266,664,Male,Black,White,0,0,0
33,2,1436,136,371,860,Male,Black,Blue,0,0,0
33,3,414,78,300,774,Male,Black,Black,0,0,0
33,4,1091,147,185,507,Male,Black,White,0,0,1
33,6,894,161,94,301,Female,Black,Black,1,0,0
33,7,760,154,129,311,Female,White,Gray,0,0,0
33,8,1003,164,72,211,Female,Black,Black,0,0,0
34,1,166,142,262,661,Male,Black,White,0,0,0
34,2,1443,136,373,863,Male,Black,Blue,0,0,0
34,3,414,78,305,774,Male,Black,Black,0,0,0
34,4,1093,145,185,507,Male,Black,White,0,0,1
34,6,893,162,94,301,Female,Black,Black,1,0,0
34,7,761,155,128,308,Female,White,Gray,0,0,0
34,8,1003,165,73,214,Female,Black,Black,0,0,0
35,1,172,145,257,658,Male,Black,White,0,0,0
35,2,1448,137,375,865,Male,Black,Blue,0,0,0
35,3,414,78,309,775,Male,Black,Black,0,0,0
35,4,1094,142,186,510,Male,Black,White,0,0,1
35,6,892,163,95,302,Female,Black,Black,1,0,0
35,7,763,155,127,310,Female,White,Gray,0,0,0
35,8,1002,168,73,214,Female,Black,Black,0,0,0
36,1,180,145,253,656,Male,Black,White,0,0,0
36,2,1449,136,381,875,Male,Black,Blue,0,0,0
36,3,413,79,313,774,Male,Black,Black,0,0,0
36,4,1094,141,187,513,Male,Black,White,0,0,1
36,6,892,164,95,300,Female,Black,Black,1,0,0
36,7,761,156,130,313,Female,White,Gray,0,0,0
36,8,1002,169,75,221,Female,Black,Black,0,0,0
37,1,188,145,249,654,Male,Black,White,0,0,0
37,2,1449,137,386,884,Male,Black,Blue,0,0,0
37,3,412,82,316,771,Male,Black,Black,0,0,0
37,4,1094,141,188,516,Male,Black,White,0,0,1
37,6,890,165,96,300,Female,Black,Black,1,0,0
37,7,761,158,129,313,Female,White,Gray,0,0,0
37,8,1004,171,75,221,Female,Black,Black,0,0,0
38,1,189,143,248,654,Male,Black,White,0,0,0
38,2,1451,139,388,889,Male,Black,Blue,0,0,0
38,3,411,85,318,770,Male,Black,Black,0,0,0
38,4,1095,140,187,519,Male,Black,White,0,0,1
38,6,890,166,95,300,Female,Black,Black,1,0,0
38,7,761,160,129,313,Female,White,Gray,0,0,0
38,8,1006,172,74,220,Female,Black,Black,0,0,0
39,1,195,142,244,649,Male,Black,White,0,0,0
39,2,1452,143,390,892,Male,Black,Blue,0,0,0
39,3,409,88,320,767,Male,Black,Black,0,0,0
39,4,1095,145,187,519,Male,Black,White,0,0,1
39,6,890,166,96,298,Female,Black,Black,1,0,0
39,7,760,162,130,315,Female,White,Gray,0,0,0
39,8,1007,175,74,219,Female,Black,Black,0,0,0
40,1,200,140,242,642,Male,Black,White,0,0,0
40,2,1455,146,390,894,Male,Black,Blue,0,0,0
40,3,411,92,320,764,Male,Black,Black,0,0,0
40,4,1096,149,187,520,Male,Black,White,0,0,1
40,6,891,166,95,297,Female,Black,Black,1,0,0
40,7,761,162,130,316,Female,White,Gray,0,0,0
40,8,1009,176,72,213,Female,Black,Black,0,0,0
41,1,205,138,239,638,Male,Black,White,0,0,0
41,2,1457,146,392,900,Male,Black,Blue,0,0,0
41,3,411,95,321,761,Male,Black,Black,0,0,0
41,4,1098,152,188,523,Male,Black,White,0,0,1
41,6,892,166,95,297,Female,Black,Black,1,0,0
41,7,763,163,129,314,Female,White,Gray,0,0,0
42,1,209,138,239,636,Male,Black,White,0,0,0
42,2,1459,144,394,908,Male,Black,Blue,0,0,0
42,3,412,98,320,759,Male,Black,Black,0,0,0
42,4,1100,153,188,527,Male,Black,White,0,0,1
42,6,892,166,96,297,Female,Black,Black,1,0,0
42,7,762,161,131,318,Female,White,Gray,0,0,0
42,8,1012,180,70,210,Female,Black,Black,0,0,0
43,1,213,138,239,636,Male,Black,White,0,0,0
43,2,1462,145,393,910,Male,Black,Blue,0,0,0
43,3,410,101,317,755,Male,Black,Black,0,0,0
43,4,1100,155,187,526,Male,Black,White,0,0,1
43,6,892,166,96,299,Female,Black,Black,1,0,0
43,7,762,160,132,322,Female,White,Gray,0,0,0
43,8,1014,179,71,213,Female,Black,Black,0,0,0
44,1,219,136,236,635,Male,Black,White,0,0,0
44,2,1465,147,392,911,Male,Black,Blue,0,0,0
44,3,408,103,314,753,Male,Black,Black,0,0,0
44,4,1102,159,187,523,Male,Black,White,0,0,1
44,6,893,167,95,297,Female,Black,Black,1,0,0
44,7,763,159,132,324,Female,White,Gray,0,0,0
44,8,1016,176,72,214,Female,Black,Black,0,0,0
45,1,225,137,234,633,Male,Black,White,0,0,0
45,2,1469,148,390,910,Male,Black,Blue,0,0,0
45,3,407,102,312,752,Male,Black,Black,0,0,0
45,4,1103,161,186,525,Male,Black,White,0,0,1
45,6,893,166,96,299,Female,Black,Black,1,0,0
45,7,763,158,132,325,Female,White,Gray,0,0,0
45,8,1016,173,73,217,Female,Black,Black,0,0,0
46,1,236,139,230,633,Male,Black,White,0,0,0
46,2,1472,144,390,914,Male,Black,Blue,0,0,0
46,3,409,101,310,752,Male,Black,Black,0,0,0
46,4,1102,164,185,522,Male,Black,White,0,0,1
46,6,893,166,96,300,Female,Black,Black,1,0,0
46,7,763,158,132,324,Female,White,Gray,0,0,0
46,8,1015,170,76,229,Female,Black,Black,0,0,0
47,1,236,141,227,626,Male,Black,White,0,0,0
47,2,1475,143,389,915,Male,Black,Blue,0,0,0
47,3,413,100,306,748,Male,Black,Black,0,0,0
47,4,1101,166,186,523,Male,Black,White,0,0,1
47,6,894,167,96,299,Female,Black,Black,1,0,0
47,7,764,158,132,325,Female,White,Gray,0,0,0
47,8,1015,170,77,232,Female,Black,Black,0,0,0
48,1,236,143,225,622,Male,Black,White,0,0,0
48,2,1478,142,389,916,Male,Black,Blue,0,0,0
48,3,416,97,302,740,Male,Black,Black,0,0,0
48,4,1101,166,185,523,Male,Black,White,0,0,1
48,6,895,168,95,298,Female,Black,Black,1,0,0
48,7,765,157,133,327,Female,White,Gray,0,0,0
48,8,1016,169,76,231,Female,Black,Black,0,0,0
49,1,241,147,221,618,Male,Black,White,0,0,0
49,2,1481,143,389,914,Male,Black,Blue,0,0,0
49,3,416,94,298,736,Male,Black,Black,0,0,0
49,4,1100,166,185,523,Male,Black,White,0,0,1
49,6,895,169,95,297,Female,Black,Black,1,0,0
49,7,765,156,133,329,Female,White,Gray,0,0,0
49,8,1017,168,75,230,Female,Black,Black,0,0,0
50,1,245,152,218,614,Male,Black,White,0,0,0
50,2,1482,144,391,915,Male,Black,Blue,0,0,0
50,3,418,89,297,737,Male,Black,Black,0,0,0
50,4,1099,163,186,527,Male,Black,White,0,0,1
50,6,894,169,95,297,Female,Black,Black,1,0,0
50,7,765,156,131,324,Female,White,Gray,0,0,0
50,8,1018,168,75,228,Female,Black,Black,0,0,0
50,16,153,168,113,202,Female,Black,Black,0,0,1
51,1,245,156,217,609,Male,Black,White,0,0,0
51,2,1483,144,394,919,Male,Black,Blue,0,0,0
51,3,418,86,297,740,Male,Black,Black,0,0,0
51,4,1098,160,187,530,Male,Black,White,0,0,1
51,6,894,170,95,296,Female,Black,Black,1,0,0
51,8,1021,169,74,224,Female,Black,Black,0,0,0
51,16,154,168,111,199,Female,Black,Black,0,0,1
52,1,246,158,215,607,Male,Black,White,0,0,0
52,2,1485,142,397,923,Male,Black,Blue,0,0,0
52,3,417,84,295,741,Male,Black,Black,0,0,0
52,4,1097,157,189,533,Male,Black,White,0,0,1
52,6,895,170,95,296,Female,Black,Black,1,0,0
52,8,1021,168,74,224,Female,Black,Black,0,0,0
52,16,154,169,112,200,Female,Black,Black,0,0,1
52,7,765,156,132,327,Female,White,Gray,0,0,0
53,1,246,158,215,606,Male,Black,White,0,0,0
53,2,1487,140,400,927,Male,Black,Blue,0,0,0
53,3,419,83,294,742,Male,Black,Black,0,0,0
53,4,1098,156,189,534,Male,Black,White,0,0,1
53,6,895,170,95,296,Female,Black,Black,1,0,0
53,16,154,170,112,200,Female,Black,Black,0,0,1
53,7,764,156,132,328,Female,White,Gray,0,0,0
54,1,248,158,214,605,Male,Black,White,0,0,0
54,2,1488,139,404,931,Male,Black,Blue,0,0,0
54,3,421,84,293,742,Male,Black,Black,0,0,0
54,4,1098,155,190,538,Male,Black,White,0,0,1
54,6,894,172,95,295,Female,Black,Black,1,0,0
54,16,154,172,110,197,Female,Black,Black,0,0,1
54,7,765,158,131,326,Female,White,Gray,0,0,0
55,1,247,158,214,603,Male,Black,White,0,0,0
55,2,1493,139,406,933,Male,Black,Blue,0,0,0
55,3,423,86,292,741,Male,Black,Black,0,0,0
55,4,1096,154,192,542,Male,Black,White,0,0,1
55,6,895,173,95,295,Female,Black,Black,1,0,0
55,16,154,174,108,192,Female,Black,Black,0,0,1
55,7,766,158,132,325,Female,White,Gray,0,0,0
56,1,248,156,213,596,Male,Black,White,0,0,0
56,2,1497,140,408,933,Male,Black,Blue,0,0,0
56,3,426,87,290,738,Male,Black,Black,0,0,0
56,4,1095,153,192,544,Male,Black,White,0,0,1
56,6,893,174,95,295,Female,Black,Black,1,0,0
56,16,154,177,105,186,Female,Black,Black,0,0,1
56,7,767,158,132,327,Female,White,Gray,0,0,0
57,1,250,153,213,592,Male,Black,White,0,0,0
57,2,1499,141,409,934,Male,Black,Blue,0,0,0
57,3,431,92,290,736,Male,Black,Black,0,0,0
57,4,1094,154,192,544,Male,Black,White,0,0,1
57,6,894,174,95,296,Female,Black,Black,1,0,0
57,7,767,157,132,329,Female,White,Gray,0,0,0
58,1,251,150,213,592,Male,Black,White,0,0,0
58,2,1501,144,410,935,Male,Black,Blue,0,0,0
58,3,434,94,289,732,Male,Black,Black,0,0,0
58,4,1094,157,192,543,Male,Black,White,0,0,1
58,6,894,172,95,299,Female,Black,Black,1,0,0
58,7,766,157,133,331,Female,White,Gray,0,0,0
59,1,252,147,215,594,Male,Black,White,0,0,0
59,2,1505,145,409,931,Male,Black,Blue,0,0,0
59,3,438,98,288,728,Male,Black,Black,0,0,0
59,4,1094,163,191,540,Male,Black,White,0,0,1
59,6,894,173,95,298,Female,Black,Black,1,0,0
59,7,775,191,121,299,Female,White,Gray,0,0,0
59,16,111,176,185,343,Female,Black,Black,0,0,1
60,1,254,144,217,597,Male,Black,White,0,0,0
60,2,1508,147,407,927,Male,Black,Blue,0,0,0
60,3,441,101,288,725,Male,Black,Black,0,0,0
60,4,1094,165,192,542,Male,Black,White,0,0,1
60,6,893,173,95,299,Female,Black,Black,1,0,0
60,7,769,168,129,322,Female,White,Gray,0,0,0
61,1,257,143,217,598,Male,Black,White,0,0,0
61,2,1510,151,406,921,Male,Black,Blue,0,0,0
61,3,444,106,289,721,Male,Black,Black,0,0,0
61,4,1095,168,192,541,Male,Black,White,0,0,1
61,6,893,173,95,300,Female,Black,Black,1,0,0
61,7,771,173,127,318,Female,White,Gray,0,0,0
62,1,258,144,219,599,Male,Black,White,0,0,0
62,2,1511,156,405,916,Male,Black,Blue,0,0,0
62,3,449,109,289,717,Male,Black,Black,0,0,0
62,4,1095,168,191,539,Male,Black,White,0,0,1
62,6,891,174,94,299,Female,Black,Black,1,0,0
62,7,765,164,129,323,Female,White,Gray,0,0,0
62,8,1028,175,70,212,Female,Black,Black,0,0,0
63,1,259,147,219,598,Male,Black,White,0,0,0
63,2,1514,160,403,913,Male,Black,Blue,0,0,0
63,3,454,110,290,713,Male,Black,Black,0,0,0
63,4,1093,171,192,540,Male,Black,White,0,0,1
63,6,889,173,95,300,Female,Black,Black,1,0,0
63,7,764,158,132,332,Female,White,Gray,0,0,0
63,17,1271,124,106,165,Female,Black,Black,0,0,0
63,8,1029,176,70,210,Female,Black,Black,0,0,0
64,1,261,152,221,595,Male,Black,White,0,0,0
64,2,1516,162,403,910,Male,Black,Blue,0,0,0
64,3,456,108,293,711,Male,Black,Black,0,0,0
64,4,1094,172,193,543,Male,Black,White,0,0,1
64,6,889,172,94,301,Female,Black,Black,1,0,0
64,7,763,156,134,335,Female,White,Gray,0,0,0
64,17,1269,123,109,171,Female,Black,Black,0,0,0
64,8,1030,178,72,209,Female,Black,Black,0,0,0
65,1,267,158,220,591,Male,Black,White,0,0,0
65,2,1520,161,400,910,Male,Black,Blue,0,0,0
65,3,457,106,295,712,Male,Black,Black,0,0,0
65,4,1094,173,194,546,Male,Black,White,0,0,1
65,6,888,170,96,304,Female,Black,Black,1,0,0
65,7,762,156,133,333,Female,White,Gray,0,0,0
65,17,1267,123,113,176,Female,Black,Black,0,0,0
65,8,1030,178,73,210,Female,Black,Black,0,0,0
66,1,274,159,220,590,Male,Black,White,0,0,0
66,2,1525,159,395,913,Male,Black,Blue,0,0,0
66,3,462,105,292,695,Male,Black,Black,0,0,0
66,4,1094,175,194,546,Male,Black,White,0,0,1
66,6,888,167,96,308,Female,Black,Black,1,0,0
66,7,763,157,132,331,Female,White,Gray,0,0,0
66,17,1267,122,115,179,Female,Black,Black,0,0,0
66,8,1030,178,74,211,Female,Black,Black,0,0,0
67,1,277,155,223,595,Male,Black,White,0,0,0
67,2,1530,155,390,919,Male,Black,Blue,0,0,0
67,3,465,105,291,688,Male,Black,Black,0,0,0
67,4,1093,177,196,545,Male,Black,White,0,0,1
67,6,887,168,96,306,Female,Black,Black,1,0,0
67,7,771,164,129,328,Female,White,Gray,0,0,0
67,17,1267,122,116,181,Female,Black,Black,0,0,0
68,1,280,160,219,589,Male,Black,White,0,0,0
68,2,1534,151,386,925,Male,Black,Blue,0,0,0
68,3,465,104,292,686,Male,Black,Black,0,0,0
68,4,1093,176,197,547,Male,Black,White,0,0,1
68,6,886,170,95,305,Female,Black,Black,1,0,0
68,7,787,222,108,272,Female,White,Gray,0,0,0
69,1,283,161,218,585,Male,Black,White,0,0,0
69,2,1537,146,383,927,Male,Black,Blue,0,0,0
69,3,467,104,293,685,Male,Black,Black,0,0,0
69,4,1094,173,198,549,Male,Black,White,0,0,1
69,6,884,172,94,306,Female,Black,Black,1,0,0
69,7,781,188,120,306,Female,White,Gray,0,0,0
69,19,231,178,99,303,Male,Black,Black,0,0,0
69,8,1030,178,75,212,Female,Black,Black,0,0,0
70,1,287,160,216,584,Male,Black,White,0,0,0
70,2,1540,143,380,927,Male,Black,Blue,0,0,0
70,3,469,103,294,685,Male,Black,Black,0,0,0
70,4,1093,168,200,555,Male,Black,White,0,0,1
70,6,882,175,93,303,Female,Black,Black,1,0,0
70,7,777,178,124,316,Female,White,Gray,0,0,0
70,19,228,175,99,305,Male,Black,Black,0,0,0
70,8,1029,179,75,211,Female,Black,Black,0,0,0
71,1,291,160,215,581,Male,Black,White,0,0,0
71,2,1544,141,376,929,Male,Black,Blue,0,0,0
71,3,470,104,294,685,Male,Black,Black,0,0,0
71,4,1093,164,202,559,Male,Black,White,0,0,1
71,6,882,176,91,301,Female,Black,Black,1,0,0
71,7,777,174,125,320,Female,White,Gray,0,0,0
71,19,223,175,99,304,Male,Black,Black,0,0,0
72,1,298,159,210,570,Male,Black,White,0,0,0
72,2,1547,138,373,931,Male,Black,Blue,0,0,0
72,3,472,105,294,684,Male,Black,Black,0,0,0
72,4,1093,159,204,564,Male,Black,White,0,0,1
72,6,882,177,89,298,Female,Black,Black,1,0,0
72,7,789,223,108,272,Female,White,Gray,0,0,0
72,19,220,177,98,300,Male,Black,Black,0,0,0
72,8,1029,185,72,206,Female,Black,Black,0,0,0
73,1,303,156,208,568,Male,Black,White,0,0,0
73,2,1549,136,371,933,Male,Black,Blue,0,0,0
73,3,473,106,293,683,Male,Black,Black,0,0,0
73,4,1092,156,205,568,Male,Black,White,0,0,1
73,6,881,177,89,296,Female,Black,Black,1,0,0
73,7,785,205,115,289,Female,White,Gray,0,0,0
73,19,217,178,98,299,Male,Black,Black,0,0,0
73,8,1029,183,73,207,Female,Black,Black,0,0,0
74,1,306,153,209,568,Male,Black,White,0,0,0
74,2,1554,136,366,934,Male,Black,Blue,0,0,0
74,3,472,106,294,685,Male,Black,Black,0,0,0
74,4,1092,154,206,570,Male,Black,White,0,0,1
74,6,879,178,88,295,Female,Black,Black,1,0,0
74,7,783,195,118,298,Female,White,Gray,0,0,0
74,19,214,176,100,303,Male,Black,Black,0,0,0
74,8,1030,180,75,212,Female,Black,Black,0,0,0
75,1,309,150,208,569,Male,Black,White,0,0,0
75,2,1557,139,363,936,Male,Black,Blue,0,0,0
75,3,472,107,293,684,Male,Black,Black,0,0,0
75,4,1091,154,206,571,Male,Black,White,0,0,1
75,6,878,178,86,293,Female,Black,Black,1,0,0
75,7,791,225,107,268,Female,White,Gray,0,0,0
75,19,210,173,103,306,Male,Black,Black,0,0,0
75,8,1027,178,83,240,Female,Black,Black,0,0,0
