frame_idx,person_id,x,y,w,h,gender,upper_color,lower_color,hat,glasses,backpack
422,70,347,173,31,101,Female,Black,Black,0,0,0
423,70,350,171,31,100,Female,Black,Black,0,0,0
424,70,351,171,30,97,Female,Black,Black,0,0,0
425,70,349,170,33,104,Female,Black,Black,0,0,0
426,70,349,169,33,107,Female,Black,Black,0,0,0
427,70,352,169,32,103,Female,Black,Black,0,0,0
428,70,357,171,32,98,Female,Black,Black,0,0,0
429,74,337,161,31,122,Female,Black,Black,0,0,0
430,74,336,160,32,124,Female,Black,Black,0,0,0
431,70,363,171,32,101,Female,Black,Black,0,0,0
432,70,365,170,32,103,Female,Black,Black,0,0,0
433,70,366,169,32,102,Female,Black,Black,0,0,0
434,70,368,169,31,102,Female,Black,Black,0,0,0
435,70,370,169,30,102,Female,Black,Black,0,0,0
436,70,371,170,30,101,Female,Black,Black,0,0,0
437,70,372,170,30,100,Female,Black,Black,0,0,0
438,70,373,171,31,100,Female,Black,Black,0,0,0
439,70,374,170,31,103,Female,Black,Black,0,0,0
440,70,375,171,31,101,Female,Black,Black,0,0,0
441,70,375,172,31,100,Female,Black,Black,0,0,0
441,74,340,166,32,121,Female,Black,Black,0,0,0
442,70,376,173,31,99,Female,Black,Black,0,0,0
442,74,341,166,31,121,Female,Black,Black,0,0,0
443,70,377,174,30,98,Female,Black,Black,0,0,0
443,74,340,163,33,124,Female,Black,Black,0,0,0
444,74,340,163,33,124,Female,Black,Black,0,0,0
445,74,342,166,32,120,Female,Black,Black,0,0,0
446,74,342,168,31,119,Female,Black,Black,0,0,0
447,74,342,169,31,118,Female,Black,Black,0,0,0
448,74,342,170,32,116,Female,Black,Black,0,0,0
449,74,341,168,33,118,Female,Black,Black,0,0,0
450,74,342,168,33,118,Female,Black,Black,0,0,0
451,74,341,168,34,118,Female,Black,Black,0,0,0
452,74,339,167,36,122,Female,Black,Black,0,0,0
453,74,338,168,36,123,Female,Black,Black,0,0,0
454,74,341,169,35,116,Female,Black,Black,0,0,0
455,74,343,170,34,111,Female,Black,Black,0,0,0
456,74,338,169,36,118,Female,Black,Black,0,0,0
459,74,335,169,36,121,Female,Black,Black,0,0,0
460,74,334,170,36,121,Female,Black,Black,0,0,0
461,74,334,169,35,122,Female,Black,Black,0,0,0
462,74,341,170,36,122,Female,Black,Black,0,0,0
463,74,345,173,36,120,Female,Black,Black,0,0,0
464,74,339,172,36,120,Female,Black,Black,0,0,0
465,74,337,172,35,119,Female,Black,Black,0,0,0
466,74,337,171,35,122,Female,Black,Black,0,0,0
472,74,344,170,37,127,Female,Black,Black,0,0,0
473,74,346,171,37,126,Female,Black,Black,0,0,0
474,74,346,171,37,126,Female,Black,Black,0,0,0
475,74,346,171,37,126,Female,Black,Black,0,0,0
476,74,347,171,36,126,Female,Black,Black,0,0,0
477,74,347,172,37,125,Female,Black,Black,0,0,0
478,74,348,172,36,125,Female,Black,Black,0,0,0
479,74,350,171,35,125,Female,Black,Black,0,0,0
480,74,352,172,36,125,Female,Black,Black,0,0,0
481,74,353,172,36,126,Female,Black,Black,0,0,0
482,74,353,172,36,127,Female,Black,Black,0,0,0
483,74,353,172,35,126,Female,Black,Black,0,0,0
484,74,352,173,34,123,Female,Black,Black,0,0,0
484,87,1196,124,79,589,Male,Black,White,0,1,1
485,74,351,174,34,121,Female,Black,Black,0,0,0
485,87,1187,104,82,609,Male,Black,White,0,1,1
486,74,351,174,34,122,Female,Black,Black,0,0,0
486,87,1173,33,93,681,Male,Black,White,0,1,1
487,74,352,172,35,125,Female,Black,Black,0,0,0
487,87,1161,1,100,714,Male,Black,White,0,1,1
488,74,354,171,35,125,Female,Black,Black,0,0,0
488,87,1152,0,103,715,Male,Black,White,0,1,1
489,74,355,171,35,125,Female,Black,Black,0,0,0
489,87,1140,0,108,714,Male,Black,White,0,1,1
490,74,355,170,35,125,Female,Black,Black,0,0,0
490,87,1130,0,113,714,Male,Black,White,0,1,1
491,74,356,171,34,124,Female,Black,Black,0,0,0
491,87,1119,0,118,714,Male,Black,White,0,1,1
492,74,356,170,35,125,Female,Black,Black,0,0,0
492,87,1111,0,124,713,Male,Black,White,0,1,1
493,74,356,170,36,125,Female,Black,Black,0,0,0
493,87,1099,0,132,712,Male,Black,White,0,1,1
494,74,356,170,36,125,Female,Black,Black,0,0,0
494,87,1083,0,142,712,Male,Black,White,0,1,1
495,74,356,170,36,125,Female,Black,Black,0,0,0
495,87,1072,0,151,712,Male,Black,White,0,1,1
496,74,356,170,35,125,Female,Black,Black,0,0,0
496,87,1063,0,160,712,Male,Black,White,0,1,1
496,90,1,159,39,313,Female,White,White,0,0,1
497,74,355,170,36,126,Female,Black,Black,0,0,0
497,87,1051,0,171,712,Male,Black,White,0,1,1
497,90,1,156,40,315,Female,White,White,0,0,1
498,74,355,169,36,127,Female,Black,Black,0,0,0
498,87,1041,0,182,713,Male,Black,White,0,1,1
498,90,2,153,39,315,Female,White,White,0,0,1
499,74,355,169,36,127,Female,Black,Black,0,0,0
499,87,1029,0,193,712,Male,Black,White,0,1,1
499,90,3,151,39,312,Female,White,White,0,0,1
500,74,355,168,36,128,Female,Black,Black,0,0,0
500,87,1019,0,204,711,Male,Black,White,0,1,1
500,90,4,147,41,316,Female,White,White,0,0,1
501,74,357,168,36,127,Female,Black,Black,0,0,0
501,87,1008,0,215,711,Male,Black,White,0,1,1
501,90,6,141,42,323,Female,White,White,0,0,1
502,74,360,169,36,126,Female,Black,Black,0,0,0
502,87,998,0,226,710,Male,Black,White,0,1,1
502,90,7,138,44,327,Female,White,White,0,0,1
503,74,363,169,35,124,Female,Black,Black,0,0,0
503,87,991,0,236,712,Male,Black,White,0,1,1
503,90,8,139,44,331,Female,White,White,0,0,1
504,74,364,169,35,123,Female,Black,Black,0,0,0
504,87,984,1,246,712,Male,Black,White,0,1,1
504,90,12,144,46,323,Female,White,White,0,0,1
505,74,365,169,35,121,Female,Black,Black,0,0,0
505,87,976,1,255,712,Male,Black,White,0,1,1
505,90,13,139,48,328,Female,White,White,0,0,1
506,74,365,169,36,122,Female,Black,Black,0,0,0
506,87,967,0,265,712,Male,Black,White,0,1,1
506,90,13,137,51,329,Female,White,White,0,0,1
507,87,958,0,275,713,Male,Black,White,0,1,1
507,90,13,137,53,330,Female,White,White,0,0,1
508,87,948,0,283,714,Male,Black,White,0,1,1
508,90,13,138,55,329,Female,White,White,0,0,1
508,92,1159,76,121,641,Female,Red,Black,0,0,0
508,74,368,167,36,123,Female,Black,Black,0,0,0
509,87,929,0,287,715,Male,Black,White,0,1,1
509,90,11,137,58,331,Female,White,White,0,0,1
509,92,1164,81,116,636,Female,Red,Black,0,0,0
509,94,730,199,55,166,Male,Black,Black,0,0,0
509,95,1121,67,90,109,Male,Black,Blue,0,1,0
509,74,372,167,37,124,Female,Black,Black,0,0,0
510,87,923,0,292,715,Male,Black,White,0,1,1
510,90,11,136,59,332,Female,White,White,0,0,1
510,92,1163,72,117,645,Female,Red,Black,0,0,0
510,74,373,166,38,127,Female,Black,Black,0,0,0
511,87,914,0,296,715,Male,Black,White,0,1,1
511,90,11,141,61,328,Female,White,White,0,0,1
511,92,1161,67,119,651,Female,Red,Black,0,0,0
511,74,374,164,39,131,Female,Black,Black,0,0,0
512,87,905,1,301,714,Male,Black,White,0,1,1
512,90,11,142,62,326,Female,White,White,0,0,1
512,92,1156,63,124,653,Female,Red,Black,0,0,0
512,74,374,164,39,131,Female,Black,Black,0,0,0
513,87,882,1,299,713,Male,Black,White,0,1,1
513,90,11,146,63,318,Female,White,White,0,0,1
513,92,1148,61,126,651,Female,Red,Black,0,0,0
513,74,375,163,39,129,Female,Black,Black,0,0,0
514,87,873,1,300,713,Male,Black,White,0,1,1
514,90,10,145,66,321,Female,White,White,0,0,1
514,92,1140,58,128,654,Female,Red,Black,0,0,0
514,94,732,195,40,113,Male,Black,Black,0,0,0
515,87,870,1,303,713,Male,Black,White,0,1,1
515,90,9,147,68,319,Female,White,White,0,0,1
515,92,1135,53,132,662,Female,Red,Black,0,0,0
515,94,730,193,41,112,Male,Black,Black,0,0,0
516,87,855,2,302,712,Male,Black,White,0,1,1
516,90,9,139,70,326,Female,White,White,0,0,1
516,92,1132,48,135,668,Female,Red,Black,0,0,0
517,87,845,2,302,712,Male,Black,White,0,1,1
517,90,8,135,73,329,Female,White,White,0,0,1
517,92,1131,42,138,676,Female,Red,Black,0,0,0
518,87,842,2,305,711,Male,Black,White,0,1,1
518,90,8,133,75,330,Female,White,White,0,0,1
518,92,1134,38,139,679,Female,Red,Black,0,0,0
519,87,836,2,308,712,Male,Black,White,0,1,1
519,90,8,136,75,326,Female,White,White,0,0,1
519,92,1135,34,140,682,Female,Red,Black,0,0,0
519,96,794,169,69,186,Male,Other,Gray,0,0,0
520,87,831,3,309,712,Male,Black,White,0,1,1
520,90,8,140,75,321,Female,White,White,0,0,1
520,92,1128,31,143,685,Female,Red,Black,0,0,0
520,96,794,169,69,185,Male,Other,Gray,0,0,0
521,87,823,2,312,713,Male,Black,White,0,1,1
521,90,7,139,77,322,Female,White,White,0,0,1
521,92,1126,28,145,689,Female,Red,Black,0,0,0
522,87,815,2,312,713,Male,Black,White,0,1,1
522,90,7,139,79,324,Female,White,White,0,0,1
522,92,1124,28,147,688,Female,Red,Black,0,0,0
523,87,806,2,312,712,Male,Black,White,0,1,1
523,90,6,139,80,324,Female,White,White,0,0,1
523,92,1123,35,147,679,Female,Red,Black,0,0,0
523,96,798,168,44,118,Male,Other,Gray,0,0,0
524,87,797,2,313,712,Male,Black,White,0,1,1
524,90,6,140,81,324,Female,White,White,0,0,1
524,92,1122,39,148,674,Female,Red,Black,0,0,0
524,97,719,198,75,150,Male,Black,Black,0,0,0
524,96,798,168,41,109,Male,Other,Gray,0,0,0
525,87,788,2,315,713,Male,Black,White,0,1,1
525,90,5,139,83,324,Female,White,White,0,0,1
525,92,1122,48,147,665,Female,Red,Black,0,0,0
525,97,720,196,81,163,Male,Black,Black,0,0,0
526,87,779,2,315,713,Male,Black,White,0,1,1
526,90,5,140,83,322,Female,White,White,0,0,1
526,92,1121,57,148,656,Female,Red,Black,0,0,0
526,97,717,195,86,172,Male,Black,Black,0,0,0
527,87,773,1,316,713,Male,Black,White,0,1,1
527,90,5,140,84,322,Female,White,White,0,0,1
527,92,1128,83,134,574,Female,Red,Black,0,0,0
527,97,716,194,85,171,Male,Black,Black,0,0,0
528,87,767,1,317,713,Male,Black,White,0,1,1
528,90,5,141,85,320,Female,White,White,0,0,1
528,92,1135,115,122,502,Female,Red,Black,0,0,0
528,97,719,194,82,168,Male,Black,Black,0,0,0
529,87,761,2,319,711,Male,Black,White,0,1,1
529,90,5,141,86,321,Female,White,White,0,0,1
529,92,1138,142,117,459,Female,Red,Black,0,0,0
530,87,756,2,320,711,Male,Black,White,0,1,1
530,90,4,143,86,318,Female,White,White,0,0,1
530,92,1138,148,121,458,Female,Red,Black,0,0,0
531,87,752,2,320,711,Male,Black,White,0,1,1
531,90,4,145,86,315,Female,White,White,0,0,1
531,92,1138,142,126,468,Female,Red,Black,0,0,0
532,87,749,2,321,712,Male,Black,White,0,1,1
532,90,5,146,86,313,Female,White,White,0,0,1
532,92,1139,152,127,461,Female,Red,Black,0,0,0
532,97,722,189,59,119,Male,Black,Black,0,0,0
533,87,745,3,321,711,Male,Black,White,0,1,1
533,90,3,148,86,311,Female,White,White,0,0,1
533,92,1139,149,132,475,Female,Red,Black,0,0,0
533,97,722,188,55,113,Male,Black,Black,0,0,0
534,87,741,4,320,710,Male,Black,White,0,1,1
534,90,2,149,87,309,Female,White,White,0,0,1
534,92,1138,148,138,498,Female,Red,Black,0,0,0
534,97,721,189,55,110,Male,Black,Black,0,0,0
534,98,964,121,141,543,Female,Green,Other,0,0,0
535,87,738,6,318,707,Male,Black,White,0,1,1
535,90,4,144,88,314,Female,White,White,0,0,1
535,92,1140,153,139,500,Female,Red,Black,0,0,0
535,97,721,191,53,107,Male,Black,Black,0,0,0
535,98,974,128,136,520,Female,Green,Other,0,0,0
536,87,736,10,317,702,Male,Black,White,0,1,1
536,90,2,148,87,310,Female,White,White,0,0,1
536,92,1138,152,142,534,Female,Red,Black,0,0,0
536,97,720,192,54,106,Male,Black,Black,0,0,0
536,98,994,133,130,496,Female,Green,Other,0,0,0
537,87,735,13,315,699,Male,Black,White,0,1,1
537,90,2,149,87,308,Female,White,White,0,0,1
537,92,1138,151,142,551,Female,Red,Black,0,0,0
537,97,720,193,54,105,Male,Black,Black,0,0,0
537,98,987,136,136,517,Female,Green,Other,0,0,0
538,87,735,15,314,698,Male,Black,White,0,1,1
538,90,2,143,89,315,Female,White,White,0,0,1
538,92,1139,144,141,566,Female,Red,Black,0,0,0
538,97,719,193,55,106,Male,Black,Black,0,0,0
538,98,986,140,140,522,Female,Green,Other,0,0,0
539,87,735,16,313,698,Male,Black,White,0,1,1
539,90,1,148,88,309,Female,White,White,0,0,1
539,92,1143,148,137,564,Female,Red,Black,0,0,0
539,97,718,193,56,106,Male,Black,Black,0,0,0
539,98,987,143,143,524,Female,Green,Other,0,0,0
540,87,736,15,313,700,Male,Black,White,0,1,1
540,90,1,148,88,309,Female,White,White,0,0,1
540,92,1157,149,123,486,Female,Red,Black,0,0,0
540,97,716,194,57,106,Male,Black,Black,0,0,0
540,98,992,142,147,529,Female,Green,Other,0,0,0
541,87,738,14,312,701,Male,Black,White,0,1,1
541,90,1,149,88,309,Female,White,White,0,0,1
541,92,1156,143,124,538,Female,Red,Black,0,0,0
541,97,714,192,58,108,Male,Black,Black,0,0,0
541,98,997,139,152,536,Female,Green,Other,0,0,0
541,100,459,154,44,82,Male,White,Black,1,0,0
542,87,739,13,312,702,Male,Black,White,0,1,1
542,90,1,151,88,307,Female,White,White,0,0,1
542,92,1159,152,121,551,Female,Red,Black,0,0,0
542,97,712,190,60,110,Male,Black,Black,0,0,0
542,98,1004,137,155,538,Female,Green,Other,0,0,0
542,100,454,153,51,94,Male,White,Black,1,0,0
543,87,739,11,312,704,Male,Black,White,0,1,1
543,90,2,154,88,304,Female,White,White,0,0,1
543,92,1163,144,117,566,Female,Red,Black,0,0,0
543,97,711,188,61,112,Male,Black,Black,0,0,0
543,98,1017,134,157,534,Female,Green,Other,0,0,0
544,87,739,9,311,706,Male,Black,White,0,1,1
544,90,2,154,88,304,Female,White,White,0,0,1
544,92,1168,131,112,582,Female,Red,Black,0,0,0
544,98,1033,131,160,538,Female,Green,Other,0,0,0
545,87,739,8,310,707,Male,Black,White,0,1,1
545,90,2,145,91,313,Female,White,White,0,0,1
545,98,1042,128,166,548,Female,Green,Other,0,0,0
545,97,710,186,63,114,Male,Black,Black,0,0,0
546,87,739,7,309,708,Male,Black,White,0,1,1
546,90,1,137,93,321,Female,White,White,0,0,1
546,98,1049,122,172,558,Female,Green,Other,0,0,0
546,97,710,185,63,115,Male,Black,Black,0,0,0
547,87,739,7,308,707,Male,Black,White,0,1,1
547,90,1,135,93,323,Female,White,White,0,0,1
547,98,1057,116,173,551,Female,Green,Other,0,0,0
547,97,710,185,63,115,Male,Black,Black,0,0,0
547,100,431,156,78,144,Male,White,Black,1,0,0
548,87,738,8,307,707,Male,Black,White,0,1,1
548,90,1,135,94,323,Female,White,White,0,0,1
548,98,1061,113,177,550,Female,Green,Other,0,0,0
548,100,429,155,80,150,Male,White,Black,1,0,0
549,87,736,9,305,705,Male,Black,White,0,1,1
549,90,1,134,94,324,Female,White,White,0,0,1
549,98,1066,114,181,547,Female,Green,Other,0,0,0
549,100,428,155,81,152,Male,White,Black,1,0,0
550,87,735,10,303,704,Male,Black,White,0,1,1
550,90,0,136,95,323,Female,White,White,0,0,1
550,98,1069,118,185,545,Female,Green,Other,0,0,0
550,100,427,155,82,153,Male,White,Black,1,0,0
551,87,733,12,301,702,Male,Black,White,0,1,1
551,90,0,135,95,325,Female,White,White,0,0,1
551,98,1071,124,187,536,Female,Green,Other,0,0,0
551,100,426,154,82,154,Male,White,Black,1,0,0
552,87,732,14,299,700,Male,Black,White,0,1,1
552,90,0,134,95,325,Female,White,White,0,0,1
552,98,1071,129,192,539,Female,Green,Other,0,0,0
552,100,426,154,81,155,Male,White,Black,1,0,0
553,87,731,18,296,696,Male,Black,White,0,1,1
553,90,0,135,95,324,Female,White,White,0,0,1
553,98,1069,132,199,552,Female,Green,Other,0,0,0
553,100,426,154,81,155,Male,White,Black,1,0,0
554,87,729,22,294,692,Male,Black,White,0,1,1
554,90,1,136,95,324,Female,White,White,0,0,1
554,98,1069,135,203,558,Female,Green,Other,0,0,0
554,100,426,154,82,157,Male,White,Black,1,0,0
555,87,728,25,290,688,Male,Black,White,0,1,1
555,90,2,139,94,320,Female,White,White,0,0,1
555,98,1071,137,204,560,Female,Green,Other,0,0,0
555,100,425,154,83,160,Male,White,Black,1,0,0
556,87,726,27,289,687,Male,Black,White,0,1,1
556,90,2,141,94,318,Female,White,White,0,0,1
556,98,1073,137,205,560,Female,Green,Other,0,0,0
556,100,424,154,85,165,Male,White,Black,1,0,0
557,87,723,25,289,689,Male,Black,White,0,1,1
557,90,3,142,94,317,Female,White,White,0,0,1
557,98,1077,136,203,562,Female,Green,Other,0,0,0
557,100,422,155,88,173,Male,White,Black,1,0,0
558,87,721,23,289,691,Male,Black,White,0,1,1
558,90,4,144,94,315,Female,White,White,0,0,1
558,98,1084,133,196,553,Female,Green,Other,0,0,0
558,100,420,155,91,182,Male,White,Black,1,0,0
559,87,719,21,289,694,Male,Black,White,0,1,1
559,90,3,145,95,314,Female,White,White,0,0,1
559,98,1090,129,190,562,Female,Green,Other,0,0,0
559,100,419,156,92,188,Male,White,Black,1,0,0
560,87,718,19,289,696,Male,Black,White,0,1,1
560,90,3,144,96,315,Female,White,White,0,0,1
560,98,1098,126,182,561,Female,Green,Other,0,0,0
560,100,418,157,93,193,Male,White,Black,1,0,0
561,87,717,18,289,697,Male,Black,White,0,1,1
561,90,3,143,97,316,Female,White,White,0,0,1
561,98,1107,119,173,569,Female,Green,Other,0,0,0
561,100,417,157,93,196,Male,White,Black,1,0,0
562,87,715,18,289,697,Male,Black,White,0,1,1
562,90,3,143,97,316,Female,White,White,0,0,1
562,98,1117,114,163,561,Female,Green,Other,0,0,0
562,100,416,157,93,199,Male,White,Black,1,0,0
563,87,713,18,289,697,Male,Black,White,0,1,1
563,90,3,138,99,320,Female,White,White,0,0,1
563,98,1126,112,154,561,Female,Green,Other,0,0,0
563,100,415,157,94,203,Male,White,Black,1,0,0
564,87,711,18,289,697,Male,Black,White,0,1,1
564,90,3,136,99,321,Female,White,White,0,0,1
564,98,1134,109,146,569,Female,Green,Other,0,0,0
564,100,415,156,92,203,Male,White,Black,1,0,0
565,87,709,19,289,697,Male,Black,White,0,1,1
565,90,3,136,100,321,Female,White,White,0,0,1
565,98,1142,106,138,574,Female,Green,Other,0,0,0
565,100,416,156,90,202,Male,White,Black,1,0,0
566,87,707,20,289,695,Male,Black,White,0,1,1
566,90,3,136,99,321,Female,White,White,0,0,1
566,98,1152,114,128,562,Female,Green,Other,0,0,0
566,100,416,155,89,202,Male,White,Black,1,0,0
567,87,706,22,289,692,Male,Black,White,0,1,1
567,90,3,135,100,322,Female,White,White,0,0,1
567,98,1163,128,117,548,Female,Green,Other,0,0,0
567,100,417,154,89,202,Male,White,Black,1,0,0
568,87,706,23,288,692,Male,Black,White,0,1,1
568,90,3,136,99,322,Female,White,White,0,0,1
568,98,1174,136,106,534,Female,Green,Other,0,0,0
568,100,418,154,88,203,Male,White,Black,1,0,0
569,87,707,26,287,689,Male,Black,White,0,1,1
569,90,3,136,99,322,Female,White,White,0,0,1
569,98,1183,152,97,524,Female,Green,Other,0,0,0
569,100,418,153,89,204,Male,White,Black,1,0,0
570,87,708,29,285,686,Male,Black,White,0,1,1
570,90,2,136,100,323,Female,White,White,0,0,1
570,98,1184,172,96,526,Female,Green,Other,0,0,0
570,100,418,153,88,205,Male,White,Black,1,0,0
570,103,497,192,38,116,Male,Black,Black,0,1,0
571,87,711,32,282,682,Male,Black,White,0,1,1
571,90,2,136,100,324,Female,White,White,0,0,1
571,100,419,154,86,201,Male,White,Black,1,0,0
572,87,714,35,279,679,Male,Black,White,0,1,1
572,90,2,136,100,325,Female,White,White,0,0,1
572,100,419,154,85,202,Male,White,Black,1,0,0
572,103,497,197,37,111,Male,Black,Black,0,1,0
573,87,717,37,278,676,Male,Black,White,0,1,1
573,90,2,136,100,325,Female,White,White,0,0,1
573,100,419,155,85,205,Male,White,Black,1,0,0
574,87,720,36,277,677,Male,Black,White,0,1,1
574,90,2,135,99,326,Female,White,White,0,0,1
574,100,416,156,88,215,Male,White,Black,1,0,0
574,103,495,194,39,116,Male,Black,Black,0,1,0
575,87,724,36,276,676,Male,Black,White,0,1,1
575,90,1,135,99,326,Female,White,White,0,0,1
575,100,415,157,88,219,Male,White,Black,1,0,0
575,103,495,194,39,116,Male,Black,Black,0,1,0
576,87,727,34,276,678,Male,Black,White,0,1,1
576,90,0,135,100,326,Female,White,White,0,0,1
576,100,415,159,87,219,Male,White,Black,1,0,0
576,103,494,192,40,118,Male,Black,Black,0,1,0
577,87,730,33,275,678,Male,Black,White,0,1,1
577,90,0,134,99,328,Female,White,White,0,0,1
577,100,416,161,86,219,Male,White,Black,1,0,0
577,103,494,192,40,118,Male,Black,Black,0,1,0
578,87,732,33,274,676,Male,Black,White,0,1,1
578,90,0,134,98,328,Female,White,White,0,0,1
578,100,417,161,85,219,Male,White,Black,1,0,0
578,103,494,189,41,122,Male,Black,Black,0,1,0
579,87,733,31,274,677,Male,Black,White,0,1,1
579,90,0,133,97,329,Female,White,White,0,0,1
579,100,418,162,85,218,Male,White,Black,1,0,0
580,87,735,31,273,678,Male,Black,White,0,1,1
580,90,0,134,96,328,Female,White,White,0,0,1
580,100,420,162,84,218,Male,White,Black,1,0,0
581,87,736,30,273,680,Male,Black,White,0,1,1
581,90,0,134,96,329,Female,White,White,0,0,1
581,100,420,161,84,219,Male,White,Black,1,0,0
581,103,496,189,40,121,Male,Black,Black,0,1,0
582,87,736,30,273,681,Male,Black,White,0,1,1
582,90,0,134,96,329,Female,White,White,0,0,1
582,100,421,161,83,219,Male,White,Black,1,0,0
582,103,496,188,41,122,Male,Black,Black,0,1,0
583,87,736,28,273,683,Male,Black,White,0,1,1
583,90,0,134,95,327,Female,White,White,0,0,1
583,100,421,160,83,219,Male,White,Black,1,0,0
583,103,495,181,42,129,Male,Black,Black,0,1,0
584,87,737,29,271,681,Male,Black,White,0,1,1
584,90,0,133,94,327,Female,White,White,0,0,1
584,100,422,158,83,220,Male,White,Black,1,0,0
584,103,495,183,42,126,Male,Black,Black,0,1,0
585,87,738,30,269,679,Male,Black,White,0,1,1
585,90,0,133,93,327,Female,White,White,0,0,1
585,100,423,157,83,220,Male,White,Black,1,0,0
585,103,495,173,44,134,Male,Black,Black,0,1,0
586,87,738,32,268,676,Male,Black,White,0,1,1
586,90,0,134,93,326,Female,White,White,0,0,1
586,100,424,156,82,221,Male,White,Black,1,0,0
586,103,495,170,44,138,Male,Black,Black,0,1,0
587,87,740,35,265,672,Male,Black,White,0,1,1
587,90,0,135,92,325,Female,White,White,0,0,1
587,100,424,155,82,222,Male,White,Black,1,0,0
587,103,495,171,43,137,Male,Black,Black,0,1,0
588,87,740,38,263,668,Male,Black,White,0,1,1
588,90,0,135,92,325,Female,White,White,0,0,1
588,100,425,155,82,222,Male,White,Black,1,0,0
589,87,740,40,261,666,Male,Black,White,0,1,1
589,90,0,135,92,325,Female,White,White,0,0,1
589,100,425,155,82,221,Male,White,Black,1,0,0
590,87,737,42,262,666,Male,Black,White,0,1,1
590,90,0,135,92,325,Female,White,White,0,0,1
590,100,426,155,81,221,Male,White,Black,1,0,0
591,87,734,44,261,665,Male,Black,White,0,1,1
591,90,0,135,92,326,Female,White,White,0,0,1
591,100,426,155,81,221,Male,White,Black,1,0,0
592,87,732,44,260,664,Male,Black,White,0,1,1
592,90,0,135,92,326,Female,White,White,0,0,1
592,100,427,155,80,221,Male,White,Black,1,0,0
593,87,730,42,259,666,Male,Black,White,0,1,1
593,90,0,135,92,326,Female,White,White,0,0,1
593,100,427,156,79,221,Male,White,Black,1,0,0
594,87,729,41,259,670,Male,Black,White,0,1,1
594,90,0,135,93,326,Female,White,White,0,0,1
594,100,428,158,78,219,Male,White,Black,1,0,0
595,87,729,40,257,665,Male,Black,White,0,1,1
595,90,0,134,93,327,Female,White,White,0,0,1
595,100,429,160,78,218,Male,White,Black,1,0,0
596,87,730,39,254,661,Male,Black,White,0,1,1
596,90,0,134,93,326,Female,White,White,0,0,1
